flujo,pca_components,pca_cumulative_variance_pct,som_config,som_x,som_y,som_total_nodes,som_occupied_nodes,som_occupied_nodes_pct,som_quantization_error,som_topographic_error,modelo,rol,n_clusters,noise_pct,silhouette_score,davies_bouldin_score,calinski_harabasz_score,min_cluster_pct,max_cluster_pct,cluster_mayor_has_conafor,mayor_has_conafor_rate,cluster_mayor_has_firms,mayor_has_firms_rate,decision,motivo,dbcv
municipio_dia,28,90.51190936560928,som_50x50_sigma3_sample,50,50,2500,2496,0.9984,0.08147303840662422,0.11858,PCA + SOM + KMeans,candidato_principal,11,0.0,0.14736497403618815,1.456985963614695,287.76320414622677,0.0064672378286211,0.1986026635118669,10.0,0.0252161449905219,10.0,0.2852836469554764,seleccionado,"Genera una segmentación balanceada e interpretable para municipio-día, sin ruido y con todos los registros asignados.",
municipio_dia,28,90.51190936560928,som_50x50_sigma3_sample,50,50,2500,2496,0.9984,0.08147303840662422,0.11858,PCA + SOM + HDBSCAN,contraste,2,0.17251496092824412,0.2723846277735433,1.076357659197516,60.65419225073817,,,,,,,no_seleccionado,"Produce una estructura desbalanceada: un cluster dominante, un cluster pequeño y una proporción relevante de ruido.",0.2104843404941388
