fuente,grupo_fuente,formato,ruta,campo,es_critico,tipo_original,n_registros_fuente,nulos,pct_nulos,cardinalidad,ejemplos
2025_Incendios_forestales,csv_evento,csv,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\conafor\2025_Incendios_forestales.csv,ala_fija,no,int64,7016,0,0.0,2,0
2025_Incendios_forestales,csv_evento,csv,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\conafor\2025_Incendios_forestales.csv,anio,no,int64,7016,0,0.0,1,2025
2025_Incendios_forestales,csv_evento,csv,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\conafor\2025_Incendios_forestales.csv,ap_forestal,no,int64,7016,0,0.0,29,0
2025_Incendios_forestales,csv_evento,csv,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\conafor\2025_Incendios_forestales.csv,arbolado_adulto,no,float64,7016,0,0.0,485,0.0
2025_Incendios_forestales,csv_evento,csv,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\conafor\2025_Incendios_forestales.csv,arbustivo,no,float64,7016,0,0.0,3851,1.5997 | 0.3767 | 2.8498 | 9.5281 | 5.6878
2025_Incendios_forestales,csv_evento,csv,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\conafor\2025_Incendios_forestales.csv,area_natural_protegida,no,object,7016,0,0.0,252,1-N/A | La Pona | Cobos
2025_Incendios_forestales,csv_evento,csv,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\conafor\2025_Incendios_forestales.csv,cantidad,no,int64,7016,0,0.0,6,0
2025_Incendios_forestales,csv_evento,csv,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\conafor\2025_Incendios_forestales.csv,categoria_anp,no,object,7016,0,0.0,37,0 | Zona de Preservación Ecológica | Zona de Conservación Ecológica de los Centros de Población
2025_Incendios_forestales,csv_evento,csv,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\conafor\2025_Incendios_forestales.csv,categoria_duracion_dias,no,object,7016,0,0.0,4,1 Día | 4 a 7 Días
2025_Incendios_forestales,csv_evento,csv,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\conafor\2025_Incendios_forestales.csv,clasf_primer_orden,no,object,7016,0,0.0,3,Impacto Moderado | Impacto Mínimo
2025_Incendios_forestales,csv_evento,csv,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\conafor\2025_Incendios_forestales.csv,clasificacion_sup_afectada,no,object,7016,0,0.0,6,0 a 5 Hectáreas | 6 a 10 Hectáreas | 21 a 50 Hectáreas | 11 a 20 Hectáreas | Mayor a 100 Hectáreas
2025_Incendios_forestales,csv_evento,csv,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\conafor\2025_Incendios_forestales.csv,clave_incendio,no,object,7016,0,0.0,7016,25-01-0001 | 25-01-0002 | 25-01-0003 | 25-01-0004 | 25-01-0005
2025_Incendios_forestales,csv_evento,csv,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\conafor\2025_Incendios_forestales.csv,clave_interestatal,no,object,7016,0,0.0,93,0
2025_Incendios_forestales,csv_evento,csv,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\conafor\2025_Incendios_forestales.csv,combatiente_oficial,no,int64,7016,0,0.0,135,0 | 7
2025_Incendios_forestales,csv_evento,csv,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\conafor\2025_Incendios_forestales.csv,combatiente_rural_estatal,no,int64,7016,0,0.0,39,0
2025_Incendios_forestales,csv_evento,csv,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\conafor\2025_Incendios_forestales.csv,combatiente_rural_municipal,no,int64,7016,0,0.0,21,0
2025_Incendios_forestales,csv_evento,csv,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\conafor\2025_Incendios_forestales.csv,combatiente_rural_nucleo_agrario,no,int64,7016,0,0.0,8,0
2025_Incendios_forestales,csv_evento,csv,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\conafor\2025_Incendios_forestales.csv,conafor_otros,no,int64,7016,0,0.0,17,0
2025_Incendios_forestales,csv_evento,csv,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\conafor\2025_Incendios_forestales.csv,conanp_oficiales,no,int64,7016,0,0.0,60,0
2025_Incendios_forestales,csv_evento,csv,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\conafor\2025_Incendios_forestales.csv,conanp_otros,no,int64,7016,0,0.0,50,0
2025_Incendios_forestales,csv_evento,csv,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\conafor\2025_Incendios_forestales.csv,consecutivo,no,int64,7016,0,0.0,7016,1 | 2 | 3 | 4 | 5
2025_Incendios_forestales,csv_evento,csv,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\conafor\2025_Incendios_forestales.csv,costo_estimado_incendio,no,float64,7016,0,0.0,4654,1590.0 | 1194.0 | 2410.0 | 2246.0 | 1512.0
2025_Incendios_forestales,csv_evento,csv,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\conafor\2025_Incendios_forestales.csv,crmf,no,object,7016,0,0.0,6,Occidente
2025_Incendios_forestales,csv_evento,csv,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\conafor\2025_Incendios_forestales.csv,cve_municipio,no,int64,7016,0,0.0,261,1 | 5 | 2
2025_Incendios_forestales,csv_evento,csv,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\conafor\2025_Incendios_forestales.csv,deteccion,no,object,7016,0,0.0,431,00:17:00 | 00:20:00 | 00:40:00 | 00:34:00 | 01:32:00
2025_Incendios_forestales,csv_evento,csv,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\conafor\2025_Incendios_forestales.csv,dron,no,int64,7016,0,0.0,3,0
2025_Incendios_forestales,csv_evento,csv,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\conafor\2025_Incendios_forestales.csv,duracion,no,object,7016,0,0.0,1865,03:45:00 | 01:25:00 | 02:36:00 | 04:45:00 | 04:50:00
2025_Incendios_forestales,csv_evento,csv,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\conafor\2025_Incendios_forestales.csv,entidad,no,object,7016,0,0.0,32,Aguascalientes
2025_Incendios_forestales,csv_evento,csv,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\conafor\2025_Incendios_forestales.csv,fecha_inicio,si,object,7016,0,0.0,287,2025-01-18 | 2025-01-21 | 2025-01-24 | 2025-02-01 | 2025-02-03
