anio,clave_incendio,estado,municipio,cve_ent,cve_mun,fecha_inicio,fecha_termino,latitud,longitud,estado_integracion,clasificacion_match,flag_error_bloqueante,flag_advertencia,flag_apto_ml_espacial,flag_apto_agregacion_municipal,flag_apto_variables_duracion,motivos_qc
2005,05-29-0046,Tlaxcala,Vicente Guerrero,29,,2005-02-20,2005-02-20,19.2052994,-98.0988998,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-29-0077,Tlaxcala,Vicente Guerrero,29,,2005-03-08,2005-03-08,19.1760998,-98.1299973,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-29-0136,Tlaxcala,Vicente Guerrero,29,,2005-03-27,2005-03-27,19.1816998,-98.1268997,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-29-0140,Tlaxcala,Vicente Guerrero,29,,2005-03-28,2005-03-28,19.1933002,-98.0702972,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-29-0142,Tlaxcala,Vicente Guerrero,29,,2005-03-28,2005-03-28,19.1821995,-98.125,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-29-0154,Tlaxcala,Vicente Guerrero,29,,2005-04-01,2005-04-01,19.1989002,-98.0942001,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-29-0156,Tlaxcala,Vicente Guerrero,29,,2005-04-01,2005-04-01,19.1797009,-98.1128006,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-29-0188,Tlaxcala,Vicente Guerrero,29,,2005-04-11,2005-04-11,19.1499996,-98.1222,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-29-0208,Tlaxcala,Vicente Guerrero,29,,2005-05-04,2005-05-04,19.1774998,-98.1339035,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-29-0211,Tlaxcala,Vicente Guerrero,29,,2005-05-05,2005-05-05,19.1821995,-98.1303024,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2006,06-29-0028,Tlaxcala,Vicente Guerrero,29,,2006-02-13,2006-02-13,19.2108002,-98.1046982,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2006,06-29-0059,Tlaxcala,Vicente Guerrero,29,,2006-03-05,2006-03-05,19.1793995,-98.1306,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2006,06-29-0096,Tlaxcala,Vicente Guerrero,29,,2006-03-10,2006-03-10,19.2150002,-98.0986023,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2006,06-29-0097,Tlaxcala,Vicente Guerrero,29,,2006-03-10,2006-03-10,19.2155991,-98.1228027,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2006,06-29-0108,Tlaxcala,Vicente Guerrero,29,,2006-03-14,2006-03-14,19.1944008,-98.0836029,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2006,06-29-0151,Tlaxcala,Vicente Guerrero,29,,2006-04-02,2006-04-02,19.1814003,-98.1283035,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2007,07-29-0032,Tlaxcala,Vicente Guerrero,29,,2007-03-15,2007-03-15,19.2175007,-98.2639008,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2007,07-29-0064,Tlaxcala,Vicente Guerrero,29,,2007-04-07,2007-04-07,19.2075005,-98.1046982,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2007,07-29-0080,Tlaxcala,Vicente Guerrero,29,,2007-04-11,2007-04-11,19.2049999,-98.0772018,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-29-0032,Tlaxcala,Vicente Guerrero,29,,2008-02-18,2008-02-18,19.2141991,-98.0942001,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-29-0054,Tlaxcala,Vicente Guerrero,29,,2008-02-25,2008-02-25,19.2024994,-98.0914001,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-29-0057,Tlaxcala,Vicente Guerrero,29,,2008-02-25,2008-02-25,19.1797009,-98.1406021,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-29-0060,Tlaxcala,Vicente Guerrero,29,,2008-02-25,2008-02-25,19.2024994,-98.0674973,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-29-0087,Tlaxcala,Vicente Guerrero,29,,2008-03-08,2008-03-08,19.1952991,-98.0824966,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-29-0091,Tlaxcala,Vicente Guerrero,29,,2008-03-09,2008-03-09,19.1963997,-98.0836029,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-29-0145,Tlaxcala,Vicente Guerrero,29,,2008-03-29,2008-03-29,19.1793995,-98.131897,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-30-0251,Veracruz De Ignacio De La Llave,Acajete,30,001,2008-12-24,2008-12-20,19.5531006,-97.0690002,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2008,08-30-0041,Veracruz De Ignacio De La Llave,Ayahualul Co,30,,2008-02-24,2008-02-24,19.3694,-97.1847,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-30-0173,Veracruz De Ignacio De La Llave,Ayahualulco,30,025,2005-06-01,2005-05-01,19.4615002,-97.1736984,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2008,08-30-0047,Veracruz De Ignacio De La Llave,Camerino Z Mendoza,30,,2008-02-26,2008-02-26,18.7796993,-97.143898,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-30-0094,Veracruz De Ignacio De La Llave,Cd. Mendoza,30,,2005-04-08,2005-04-08,18.8101006,-97.1869965,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-30-0122,Veracruz De Ignacio De La Llave,Cd. Mendoza,30,,2005-04-17,2005-04-17,18.7833004,-97.1652985,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-30-0075,Veracruz De Ignacio De La Llave,Cd. Mendoza,30,,2008-03-14,2008-03-14,18.7831993,-97.1722031,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-30-0115,Veracruz De Ignacio De La Llave,Cd. Mendoza,30,,2008-03-27,2008-03-28,18.7971992,-97.1576004,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2009,09-30-0411,Veracruz De Ignacio De La Llave,Cd. Mendoza,30,,2009-04-12,2009-04-12,18.7794991,-97.1343002,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2009,09-30-0410,Veracruz De Ignacio De La Llave,Cd. Mendoza,30,,2009-05-11,2009-05-12,18.7639008,-97.1779022,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2010,10-30-0199,Veracruz De Ignacio De La Llave,Cd. Mendoza,30,,2010-03-12,2010-03-12,18.7810001,-97.1572037,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2010,10-30-0200,Veracruz De Ignacio De La Llave,Cd. Mendoza,30,,2010-03-12,2010-03-12,18.7796001,-97.1847992,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2010,10-30-0198,Veracruz De Ignacio De La Llave,Cd. Mendoza,30,,2010-06-12,2010-06-12,18.7723007,-97.1464005,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2006,06-30-0041,Veracruz De Ignacio De La Llave,Coatcoatzintla,30,,2006-03-10,2006-03-10,19.6380997,-96.9644012,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2007,07-30-0050,Veracruz De Ignacio De La Llave,Cosoloacaque,30,,2007-04-10,2007-04-10,18.0417004,-94.5,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-30-0055,Veracruz De Ignacio De La Llave,Emiliano Zapata,30,065,2008-03-03,2008-02-03,19.4319,-96.6875,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2005,05-30-0182,Veracruz De Ignacio De La Llave,Hidalgotitlan,30,070,2005-06-04,2005-05-04,17.4582996,-94.6750031,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2008,08-30-0032,Veracruz De Ignacio De La Llave,Huayaco Cotla,30,,2008-02-21,2008-02-21,20.4396992,-98.4384003,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-30-0174,Veracruz De Ignacio De La Llave,Huayacocotla,30,072,2005-06-01,2005-05-01,20.4559002,-98.4693985,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2005,05-30-0181,Veracruz De Ignacio De La Llave,Huayacocotla,30,072,2005-06-03,2005-05-03,20.4557991,-98.5187988,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2005,05-30-0092,Veracruz De Ignacio De La Llave,Huiloapan,30,,2005-04-04,2005-04-04,18.8096008,-97.1651001,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2010,10-30-0052,Veracruz De Ignacio De La Llave,Huiloapan,30,,2010-06-06,2010-06-06,18.8255997,-97.1163025,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2010,10-30-0053,Veracruz De Ignacio De La Llave,Huiloapan,30,,2010-06-08,2010-06-08,18.8253002,-97.1160965,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-30-0192,Veracruz De Ignacio De La Llave,Ixtazoquitlan,30,,2005-06-13,2005-06-13,18.8439007,-97.0027008,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2007,07-30-0046,Veracruz De Ignacio De La Llave,Jacomulco,30,,2007-03-23,2007-03-24,19.3610992,-96.7861023,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-30-0180,Veracruz De Ignacio De La Llave,Jalacingo,30,086,2005-06-03,2005-05-03,19.8106003,-97.3277969,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2005,05-30-0009,Veracruz De Ignacio De La Llave,Maltrata,30,099,2005-01-10,2005-01-05,18.8486004,-97.2414017,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2005,05-30-0022,Veracruz De Ignacio De La Llave,Maltrata,30,099,2005-02-08,2005-02-05,18.8428993,-97.2822037,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2008,08-30-0051,Veracruz De Ignacio De La Llave,Maltrta,30,,2008-03-03,2008-03-03,18.8218994,-97.2661972,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-30-0175,Veracruz De Ignacio De La Llave,Mecayapan,30,104,2005-06-01,2005-05-01,18.2486,-94.8360977,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2005,05-30-0171,Veracruz De Ignacio De La Llave,Perote,30,128,2005-06-01,2005-05-01,19.5291004,-97.1955032,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2005,05-30-0172,Veracruz De Ignacio De La Llave,Perote,30,128,2005-06-01,2005-05-01,19.4825993,-97.1937027,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2005,05-30-0176,Veracruz De Ignacio De La Llave,Perote,30,128,2005-06-02,2005-05-02,19.5373001,-97.2317963,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2005,05-30-0177,Veracruz De Ignacio De La Llave,Perote,30,128,2005-06-02,2005-05-02,19.5583,-97.1844025,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2005,05-30-0179,Veracruz De Ignacio De La Llave,Perote,30,128,2005-06-03,2005-05-03,19.5303993,-97.237999,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2006,06-30-0011,Veracruz De Ignacio De La Llave,San Andres Tenejapa,30,,2006-02-07,2006-02-07,18.7766991,-98.1682968,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2006,06-30-0008,Veracruz De Ignacio De La Llave,San Andres Tlalnehuayocan,30,,2006-01-20,2006-01-20,19.5723991,-96.9840012,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-30-0250,Veracruz De Ignacio De La Llave,Tatatila Tlacolulan,30,,2008-12-20,2008-12-20,19.7019005,-97.0400009,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2005,05-30-0110,Veracruz De Ignacio De La Llave,Tlachichica,30,,2005-04-11,2005-04-11,20.5051003,-98.266098,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-30-0225,Veracruz De Ignacio De La Llave,Tlalapan,30,,2008-05-15,2008-05-15,18.7854996,-96.0654984,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-30-0050,Veracruz De Ignacio De La Llave,Zacualpan,30,198,2008-03-02,2008-02-02,20.4162998,-98.4200974,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2012,12-30-0077,Veracruz de Ignacio de la Llave,Fortín de las Flores,30,,2012-04-29,2012-04-29,18.9136009,-96.9925995,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2012,12-30-0096,Veracruz de Ignacio de la Llave,Zontecomatlán,30,,2012-05-25,2012-05-25,20.7773991,-98.2994003,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-31-0081,Yucatán,Dzizantun,31,,2008-05-15,2008-05-15,21.2339001,-89.1218033,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-31-0019,Yucatán,Iza,31,,2008-04-18,2008-04-18,20.8966999,-88.7918015,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2009,09-31-0091,Yucatán,Tekax,31,079,2009-04-06,2009-03-06,20.2567005,-89.4524002,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2009,09-31-0092,Yucatán,Tekax,31,079,2009-04-07,2009-03-07,20.2616005,-89.4487991,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2007,07-31-0009,Yucatán,Telchac Pblo,31,,2007-04-16,2007-04-18,21.2525997,-88.2679977,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-31-0074,Yucatán,Tixpeual,31,,2008-05-14,2008-05-19,20.9836006,-89.4191971,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2009,09-31-0109,Yucatán,Tizimin,31,096,2009-04-29,2009-04-27,21.2721004,-87.6928024,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2009,09-31-0110,Yucatán,Tizimin,31,096,2009-04-29,2009-04-27,21.2677994,-87.6298981,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2009,09-31-0111,Yucatán,Tizimin,31,096,2009-04-29,2009-04-27,21.2835999,-87.6652985,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2008,08-31-0011,Yucatán,Valladolis,31,,2008-03-19,2008-03-20,20.7810993,-88.0422974,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2008,08-32-0006,Zacatecas,Cuahutemoc,32,,2008-05-04,2008-05-06,22.4705009,-102.3860016,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2009,09-32-0057,Zacatecas,Iii Del Oro,32,,2009-04-17,2009-04-17,21.1686001,-103.2850037,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2009,09-32-0058,Zacatecas,Iii Del Oro,32,,2009-05-02,2009-05-04,21.2749004,-103.2679977,historico_shp_2005_2014,historico_solo_shp,False,True,True,False,True,qc_cve_mun_nula
2009,09-32-0125,Zacatecas,Tlaltenango,32,048,2009-05-27,2009-05-08,21.7493992,-103.1100006,historico_shp_2005_2014,historico_solo_shp,False,True,True,True,False,qc_fecha_invertida
2024,24-12-0021,Guerrero,Apaxtla,12,,2024-03-02,2024-03-05,18.13,-100.0387,solo_shp,solo_shp,False,True,True,False,True,qc_cve_mun_nula
2024,24-12-0099,Guerrero,Apaxtla,12,,2024-04-13,2024-05-01,18.1268,-100.0073,solo_shp,solo_shp,False,True,True,False,True,qc_cve_mun_nula
