fuente,anio,clave_incendio,estado,cve_ent,municipio,cve_mun,latitud,longitud,fecha_inicio,fecha_termino,deteccion,llegada,duracion,motivos_revision
estadisticasIncendiosForestales2015-2024,2016,16-13-0144,Hidalgo,13,Singuilucan,057,,,2016-03-05,2016-03-05,00:05:00,01:10:00,02:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0148,Hidalgo,13,Zempoala,083,,,2016-03-06,2016-03-06,00:05:00,00:30:00,02:25:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0149,Hidalgo,13,Acaxochitlán,002,,,2016-03-06,2016-03-06,00:05:00,00:30:00,02:30:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0150,Hidalgo,13,Cuautepec De Hinojosa,016,,,2016-03-06,2016-03-06,00:05:00,00:15:00,01:20:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0151,Hidalgo,13,Metepec,035,,,2016-03-06,2016-03-06,00:05:00,00:20:00,01:30:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0157,Hidalgo,13,Tulancingo De Bravo,077,,,2016-03-07,2016-03-07,00:05:00,00:25:00,01:35:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0160,Hidalgo,13,Cuautepec De Hinojosa,016,,,2016-03-08,2016-03-08,00:05:00,00:20:00,02:10:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0161,Hidalgo,13,Epazoyucan,022,,,2016-03-08,2016-03-08,00:05:00,00:25:00,03:15:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0163,Hidalgo,13,Singuilucan,057,,,2016-03-08,2016-03-08,00:05:00,00:20:00,02:10:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0164,Hidalgo,13,Almoloya,007,,,2016-03-08,2016-03-08,00:05:00,00:10:00,01:05:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0170,Hidalgo,13,Agua Blanca De Iturbide,004,,,2016-03-10,2016-03-10,00:05:00,00:20:00,01:40:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0172,Hidalgo,13,Acaxochitlán,002,,,2016-03-11,2016-03-11,00:05:00,00:42:00,02:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0173,Hidalgo,13,Acatlán,001,,,2016-03-11,2016-03-11,00:05:00,00:30:00,02:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0174,Hidalgo,13,Acatlán,001,,,2016-03-11,2016-03-11,00:05:00,00:10:00,00:45:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0175,Hidalgo,13,Pachuca De Soto,048,,,2016-03-11,2016-03-11,00:05:00,00:15:00,01:15:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0180,Hidalgo,13,Singuilucan,057,,,2016-03-12,2016-03-12,00:05:00,00:20:00,01:50:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0183,Hidalgo,13,Mineral De La Reforma,051,,,2016-03-13,2016-03-13,00:05:00,01:20:00,03:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0186,Hidalgo,13,Acaxochitlán,002,,,2016-03-13,2016-03-13,00:05:00,00:40:00,02:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0189,Hidalgo,13,Epazoyucan,022,,,2016-03-14,2016-03-14,00:05:00,00:15:00,01:15:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0190,Hidalgo,13,Acaxochitlán,002,,,2016-03-14,2016-03-14,00:05:00,00:50:00,02:15:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0192,Hidalgo,13,Epazoyucan,022,,,2016-03-14,2016-03-14,00:05:00,00:20:00,04:45:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0193,Hidalgo,13,Mineral Del Monte,039,,,2016-03-14,2016-03-14,00:05:00,00:30:00,01:45:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0196,Hidalgo,13,Pachuca De Soto,048,,,2016-03-15,2016-03-15,00:05:00,00:30:00,02:10:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0197,Hidalgo,13,Epazoyucan,022,,,2016-03-15,2016-03-15,00:05:00,00:45:00,03:30:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0202,Hidalgo,13,Acaxochitlán,002,,,2016-03-15,2016-03-15,00:05:00,00:40:00,02:40:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0203,Hidalgo,13,Santiago Tulantepec De Lugo Guerrero,056,,,2016-03-15,2016-03-15,00:05:00,00:30:00,01:20:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0204,Hidalgo,13,Acaxochitlán,002,,,2016-03-16,2016-03-16,00:05:00,00:30:00,06:40:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0208,Hidalgo,13,Tenango De Doria,060,,,2016-03-17,2016-03-17,00:05:00,00:30:00,12:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0211,Hidalgo,13,Pachuca De Soto,048,,,2016-03-18,2016-03-18,00:05:00,00:45:00,02:45:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0213,Hidalgo,13,Pachuca De Soto,048,,,2016-03-18,2016-03-18,00:05:00,00:30:00,03:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0215,Hidalgo,13,Mineral De La Reforma,051,,,2016-03-22,2016-03-22,00:05:00,00:15:00,01:20:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0216,Hidalgo,13,Epazoyucan,022,,,2016-03-22,2016-03-22,00:05:00,00:10:00,01:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0217,Hidalgo,13,Epazoyucan,022,,,2016-03-24,2016-03-24,00:05:00,00:20:00,02:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0222,Hidalgo,13,Santiago Tulantepec De Lugo Guerrero,056,,,2016-03-24,2016-03-24,00:05:00,01:00:00,01:20:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0234,Hidalgo,13,Epazoyucan,022,,,2016-03-27,2016-03-27,00:05:00,00:25:00,02:40:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0235,Hidalgo,13,Singuilucan,057,,,2016-03-27,2016-03-27,00:05:00,00:25:00,01:10:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0236,Hidalgo,13,Agua Blanca De Iturbide,004,,,2016-03-27,2016-03-27,00:05:00,00:40:00,01:30:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0238,Hidalgo,13,Epazoyucan,022,,,2016-03-27,2016-03-27,00:05:00,00:30:00,03:30:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0239,Hidalgo,13,Mineral De La Reforma,051,,,2016-03-27,2016-03-27,00:05:00,00:15:00,01:20:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0240,Hidalgo,13,Almoloya,007,,,2016-03-27,2016-03-27,00:05:00,00:15:00,01:55:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0241,Hidalgo,13,Epazoyucan,022,,,2016-03-28,2016-03-28,00:05:00,00:20:00,02:20:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0242,Hidalgo,13,Epazoyucan,022,,,2016-03-28,2016-03-28,00:05:00,00:15:00,02:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0243,Hidalgo,13,Mineral De La Reforma,051,,,2016-03-29,2016-03-29,00:05:00,00:10:00,01:45:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0244,Hidalgo,13,Epazoyucan,022,,,2016-03-29,2016-03-29,00:05:00,00:25:00,02:25:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0246,Hidalgo,13,Epazoyucan,022,,,2016-03-29,2016-03-29,00:05:00,00:10:00,02:05:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0251,Hidalgo,13,Cuautepec De Hinojosa,016,,,2016-03-30,2016-03-30,00:05:00,00:30:00,02:10:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0252,Hidalgo,13,Singuilucan,057,,,2016-03-30,2016-03-30,00:05:00,00:15:00,02:30:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0255,Hidalgo,13,Singuilucan,057,,,2016-03-30,2016-03-30,00:05:00,00:35:00,01:10:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0257,Hidalgo,13,Singuilucan,057,,,2016-03-30,2016-03-30,00:05:00,00:15:00,01:30:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0259,Hidalgo,13,Mineral Del Monte,039,,,2016-03-30,2016-03-30,00:05:00,00:25:00,02:05:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0260,Hidalgo,13,Santiago Tulantepec De Lugo Guerrero,056,,,2016-03-31,2016-03-31,00:05:00,00:20:00,02:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0264,Hidalgo,13,Singuilucan,057,,,2016-03-31,2016-03-31,00:05:00,00:50:00,02:30:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0267,Hidalgo,13,Tulancingo De Bravo,077,,,2016-03-31,2016-03-31,00:05:00,00:30:00,02:30:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0272,Hidalgo,13,Jacala De Ledezma,031,,,2016-03-31,2016-04-02,00:05:00,00:45:00,52:30:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0274,Hidalgo,13,Mineral De La Reforma,051,,,2016-04-02,2016-04-02,00:05:00,00:15:00,01:30:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0275,Hidalgo,13,Mineral De La Reforma,051,,,2016-04-02,2016-04-02,00:05:00,00:35:00,01:55:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0276,Hidalgo,13,Pachuca De Soto,048,,,2016-04-02,2016-04-02,00:05:00,00:10:00,01:05:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0278,Hidalgo,13,Singuilucan,057,,,2016-04-03,2016-04-03,00:05:00,00:30:00,02:30:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0281,Hidalgo,13,Zempoala,083,,,2016-04-04,2016-04-04,00:05:00,00:45:00,02:30:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0282,Hidalgo,13,Tulancingo De Bravo,077,,,2016-04-04,2016-04-04,00:05:00,00:30:00,03:30:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0284,Hidalgo,13,Almoloya,007,,,2016-04-05,2016-04-05,00:05:00,00:20:00,02:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0285,Hidalgo,13,Pachuca De Soto,048,,,2016-04-05,2016-04-05,00:05:00,00:45:00,02:30:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0301,Hidalgo,13,Santiago Tulantepec De Lugo Guerrero,056,,,2016-04-06,2016-04-06,00:05:00,00:10:00,01:40:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0303,Hidalgo,13,Almoloya,007,,,2016-04-06,2016-04-06,00:05:00,00:35:00,03:35:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0304,Hidalgo,13,Mineral De La Reforma,051,,,2016-04-06,2016-04-07,00:05:00,00:15:00,03:01:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0308,Hidalgo,13,Almoloya,007,,,2016-04-07,2016-04-07,00:05:00,00:15:00,02:55:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0310,Hidalgo,13,Singuilucan,057,,,2016-04-08,2016-04-08,00:05:00,00:15:00,01:30:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0311,Hidalgo,13,Santiago Tulantepec De Lugo Guerrero,056,,,2016-04-08,2016-04-08,00:05:00,00:30:00,03:20:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0313,Hidalgo,13,Epazoyucan,022,,,2016-04-08,2016-04-08,00:05:00,00:30:00,03:45:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0315,Hidalgo,13,Acaxochitlán,002,,,2016-04-11,2016-04-11,00:05:00,00:25:00,03:40:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0317,Hidalgo,13,Tulancingo De Bravo,077,,,2016-04-11,2016-04-11,00:05:00,00:10:00,01:10:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0318,Hidalgo,13,Singuilucan,057,,,2016-04-11,2016-04-11,00:05:00,00:10:00,01:30:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0322,Hidalgo,13,Acaxochitlán,002,,,2016-04-12,2016-04-12,00:05:00,00:40:00,02:40:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0323,Hidalgo,13,Santiago Tulantepec De Lugo Guerrero,056,,,2016-04-13,2016-04-13,00:05:00,00:15:00,01:15:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0324,Hidalgo,13,Santiago Tulantepec De Lugo Guerrero,056,,,2016-04-13,2016-04-13,00:05:00,00:10:00,02:30:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0328,Hidalgo,13,Almoloya,007,,,2016-04-13,2016-04-13,00:05:00,00:50:00,04:05:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0329,Hidalgo,13,Singuilucan,057,,,2016-04-14,2016-04-14,00:05:00,00:15:00,02:30:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0333,Hidalgo,13,Singuilucan,057,,,2016-04-16,2016-04-16,00:05:00,00:15:00,03:15:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0335,Hidalgo,13,Almoloya,007,,,2016-04-16,2016-04-16,00:05:00,00:50:00,01:25:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0339,Hidalgo,13,Tulancingo De Bravo,077,,,2016-04-17,2016-04-17,00:05:00,02:00:00,09:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0341,Hidalgo,13,Almoloya,007,,,2016-04-18,2016-04-18,00:05:00,00:25:00,00:50:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0345,Hidalgo,13,Cuautepec De Hinojosa,016,,,2016-04-25,2016-04-25,00:05:00,09:10:00,02:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0346,Hidalgo,13,Apan,008,,,2016-04-25,2016-04-25,00:05:00,12:35:00,01:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0347,Hidalgo,13,Epazoyucan,022,,,2016-04-25,2016-04-25,00:05:00,13:55:00,00:45:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0348,Hidalgo,13,Jacala De Ledezma,031,,,2016-04-27,2016-04-27,00:05:00,00:30:00,06:30:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0351,Hidalgo,13,La Misión,040,,,2016-04-27,2016-04-27,00:05:00,00:15:00,04:30:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0353,Hidalgo,13,Singuilucan,057,,,2016-04-29,2016-04-29,00:05:00,00:20:00,52:48:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0360,Hidalgo,13,Singuilucan,057,,,2016-05-01,2016-05-01,00:05:00,00:30:00,01:30:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0361,Hidalgo,13,Singuilucan,057,,,2016-05-02,2016-05-02,00:05:00,00:30:00,01:30:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0362,Hidalgo,13,Singuilucan,057,,,2016-05-02,2016-05-02,00:05:00,00:10:00,01:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0363,Hidalgo,13,Mineral Del Monte,039,,,2016-05-02,2016-05-02,00:05:00,00:10:00,01:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0366,Hidalgo,13,Singuilucan,057,,,2016-05-03,2016-05-03,00:05:00,00:20:00,02:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0369,Hidalgo,13,Cuautepec De Hinojosa,016,,,2016-05-06,2016-05-06,00:05:00,01:00:00,03:30:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0370,Hidalgo,13,Epazoyucan,022,,,2016-05-07,2016-05-07,00:05:00,00:10:00,04:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0371,Hidalgo,13,Singuilucan,057,,,2016-05-07,2016-05-07,00:05:00,00:30:00,02:45:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0375,Hidalgo,13,Almoloya,007,,,2016-05-08,2016-05-08,00:05:00,00:15:00,01:10:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0377,Hidalgo,13,Singuilucan,057,,,2016-05-08,2016-05-08,00:05:00,00:15:00,01:10:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-13-0384,Hidalgo,13,Metepec,035,,,2016-05-30,2016-05-30,00:05:00,00:15:00,01:45:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0002,México,15,Villa Guerrero,113,,,2016-01-06,2016-01-06,00:10:00,01:55:00,04:35:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0009,México,15,Nicolás Romero,060,,,2016-01-18,2016-01-18,00:05:00,00:25:00,01:55:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0016,México,15,Ixtapaluca,039,,,2016-01-22,2016-01-22,00:05:00,01:00:00,02:35:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0017,México,15,Ixtapaluca,039,,,2016-01-23,2016-01-23,00:15:00,00:05:00,04:40:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0023,México,15,Ixtapaluca,039,,,2016-01-24,2016-01-24,00:05:00,00:40:00,01:50:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0025,México,15,Tlalnepantla De Baz,104,,,2016-01-24,2016-01-24,00:10:00,00:20:00,02:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0038,México,15,Tenancingo,088,,,2016-01-27,2016-01-27,00:10:00,01:10:00,03:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0055,México,15,Nicolás Romero,060,,,2016-01-31,2016-01-31,00:10:00,00:45:00,01:25:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0157,México,15,Ocuilan,063,,,2016-02-11,2016-02-11,00:10:00,00:30:00,02:40:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0162,México,15,Malinalco,052,,,2016-02-12,2016-02-12,00:05:00,00:10:00,01:30:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0190,México,15,Ocuilan,063,,,2016-02-15,2016-02-15,00:10:00,00:15:00,00:40:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0213,México,15,Ocuilan,063,,,2016-02-17,2016-02-17,00:10:00,00:35:00,05:40:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0215,México,15,Jocotitlán,048,,,2016-02-17,2016-02-17,00:05:00,01:05:00,03:15:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0233,México,15,Jocotitlán,048,,,2016-02-18,2016-02-18,00:05:00,00:25:00,00:45:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0255,México,15,Villa De Allende,111,,,2016-02-19,2016-02-19,00:15:00,00:25:00,02:50:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0302,México,15,Ocuilan,063,,,2016-02-22,2016-02-22,00:10:00,00:10:00,02:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0331,México,15,Xalatlaco,043,,,2016-02-24,2016-02-24,00:05:00,00:05:00,01:15:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0399,México,15,Tejupilco,082,,,2016-03-10,2016-03-10,00:10:00,00:30:00,00:20:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0410,México,15,Calimaya,018,,,2016-03-13,2016-03-13,00:05:00,00:30:00,01:20:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0466,México,15,Amanalco,007,,,2016-03-20,2016-03-20,00:05:00,00:10:00,01:10:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0547,México,15,Tepotzotlán,095,,,2016-03-26,2016-03-26,00:05:00,00:25:00,01:20:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0555,México,15,Calimaya,018,,,2016-03-26,2016-03-26,00:05:00,00:50:00,08:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0586,México,15,Jocotitlán,048,,,2016-03-27,2016-03-27,00:05:00,00:50:00,03:30:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0663,México,15,Jocotitlán,048,,,2016-03-30,2016-03-30,00:05:00,00:25:00,01:35:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0671,México,15,Lerma,051,,,2016-03-31,2016-03-31,00:05:00,00:20:00,06:15:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0685,México,15,Villa Victoria,114,,,2016-03-31,2016-03-31,00:05:00,00:20:00,01:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0686,México,15,Ocuilan,063,,,2016-03-31,2016-03-31,00:05:00,00:05:00,02:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0694,México,15,Naucalpan De Juárez,057,,,2016-03-31,2016-03-31,00:05:00,01:10:00,00:20:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0726,México,15,Texcaltitlán,097,,,2016-04-02,2016-04-02,00:10:00,00:10:00,01:10:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0736,México,15,Zinacantepec,118,,,2016-04-02,2016-04-02,00:10:00,01:00:00,07:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0745,México,15,Jocotitlán,048,,,2016-04-02,2016-04-02,00:05:00,00:05:00,01:20:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0749,México,15,Zinacantepec,118,,,2016-04-03,2016-04-03,00:10:00,00:20:00,01:40:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0821,México,15,Zinacantepec,118,,,2016-04-05,2016-04-05,00:10:00,01:20:00,02:40:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0826,México,15,Jocotitlán,048,,,2016-04-06,2016-04-06,00:05:00,01:00:00,01:10:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0847,México,15,Tlatlaya,105,,,2016-04-07,2016-04-07,00:10:00,01:35:00,10:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0873,México,15,Zinacantepec,118,,,2016-04-08,2016-04-08,00:10:00,01:00:00,04:40:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0901,México,15,Tianguistenco,101,,,2016-04-09,2016-04-09,00:05:00,00:20:00,03:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0919,México,15,Coatepec Harinas,021,,,2016-04-10,2016-04-10,00:10:00,00:25:00,03:10:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0922,México,15,Zinacantepec,118,,,2016-04-10,2016-04-10,05:00:00,01:00:00,02:45:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0953,México,15,Tenango Del Valle,090,,,2016-04-12,2016-04-12,00:05:00,00:25:00,02:55:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0955,México,15,Huixquilucan,037,,,2016-04-12,2016-04-12,00:05:00,00:35:00,02:30:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0956,México,15,Huixquilucan,037,,,2016-04-12,2016-04-12,00:05:00,00:40:00,03:45:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0966,México,15,Amanalco,007,,,2016-04-12,2016-04-12,00:05:00,00:05:00,01:10:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0967,México,15,Donato Guerra,032,,,2016-04-12,2016-04-12,00:05:00,00:50:00,04:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0968,México,15,Donato Guerra,032,,,2016-04-12,2016-04-12,00:05:00,00:20:00,05:40:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-0969,México,15,Ocoyoacac,062,,,2016-04-12,2016-04-12,00:05:00,00:45:00,09:55:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-1029,México,15,Malinalco,052,,,2016-04-15,2016-04-15,00:10:00,00:40:00,03:20:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-1068,México,15,Texcaltitlán,097,,,2016-04-16,2016-04-16,00:10:00,00:35:00,04:40:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-1087,México,15,Toluca,106,,,2016-04-16,2016-04-16,00:10:00,01:00:00,19:20:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-1088,México,15,Zinacantepec,118,,,2016-04-16,2016-04-16,00:10:00,01:00:00,03:50:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-1100,México,15,Temascaltepec,086,,,2016-04-17,2016-04-17,00:10:00,00:40:00,02:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-1119,México,15,Temascaltepec,086,,,2016-04-18,2016-04-18,00:10:00,00:30:00,01:20:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-1125,México,15,Valle De Bravo,110,,,2016-04-18,2016-04-18,00:05:00,00:50:00,02:20:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-1126,México,15,Sultepec,080,,,2016-04-18,2016-04-18,00:05:00,00:50:00,20:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-1154,México,15,Coatepec Harinas,021,,,2016-04-19,2016-04-19,00:10:00,00:25:00,03:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-1167,México,15,Tepotzotlán,095,,,2016-04-20,2016-04-20,00:05:00,00:08:00,01:30:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-1233,México,15,Texcaltitlán,097,,,2016-04-28,2016-04-28,00:20:00,00:25:00,02:55:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-1237,México,15,Tejupilco,082,,,2016-04-28,2016-04-28,00:10:00,00:10:00,03:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-1242,México,15,Villa De Allende,111,,,2016-04-29,2016-04-29,00:05:00,00:20:00,02:00:00,coord_faltante
estadisticasIncendiosForestales2015-2024,2016,16-15-1243,México,15,Donato Guerra,032,,,2016-04-29,2016-04-29,00:05:00,00:20:00,01:20:00,coord_faltante
