anio,mes,n_observaciones,dias_con_conafor,firms_total,cluster_label,cluster_name,nivel_actividad_firms,nivel_confirmacion_conafor,nivel_cobertura_smn,color_sugerido,orden_visualizacion
2024,4,960,532,171610.0,Cluster 3,Baja actividad térmica,Baja,Baja,Baja,#2563EB,4
2024,5,992,589,290720.0,Cluster 3,Baja actividad térmica,Baja,Baja,Baja,#2563EB,4
2024,6,960,277,88372.0,Cluster 3,Baja actividad térmica,Baja,Baja,Baja,#2563EB,4
2024,7,992,16,12094.0,Cluster 3,Baja actividad térmica,Baja,Baja,Baja,#2563EB,4
2024,8,992,27,11826.0,Cluster 3,Baja actividad térmica,Baja,Baja,Baja,#2563EB,4
2024,9,960,16,9256.0,Cluster 3,Baja actividad térmica,Baja,Baja,Baja,#2563EB,4
2024,10,992,23,10600.0,Cluster 3,Baja actividad térmica,Baja,Baja,Baja,#2563EB,4
2024,11,960,66,17211.0,Cluster 3,Baja actividad térmica,Baja,Baja,Baja,#2563EB,4
2024,12,992,115,21493.0,Cluster 3,Baja actividad térmica,Baja,Baja,Baja,#2563EB,4
2025,1,992,171,23271.0,Cluster 3,Baja actividad térmica,Baja,Baja,Baja,#2563EB,4
2025,2,896,280,28697.0,Cluster 3,Baja actividad térmica,Baja,Baja,Baja,#2563EB,4
2025,3,992,570,76447.0,Cluster 3,Baja actividad térmica,Baja,Baja,Baja,#2563EB,4
2025,4,960,584,141580.0,Cluster 3,Baja actividad térmica,Baja,Baja,Baja,#2563EB,4
2025,5,992,492,205965.0,Cluster 3,Baja actividad térmica,Baja,Baja,Baja,#2563EB,4
2025,6,960,134,42832.0,Cluster 3,Baja actividad térmica,Baja,Baja,Baja,#2563EB,4
2025,7,992,40,18935.0,Cluster 3,Baja actividad térmica,Baja,Baja,Baja,#2563EB,4
2025,8,990,26,14742.0,Cluster 3,Baja actividad térmica,Baja,Baja,Baja,#2563EB,4
2025,9,958,6,9037.0,Cluster 3,Baja actividad térmica,Baja,Baja,Baja,#2563EB,4
2025,10,992,10,12601.0,Cluster 3,Baja actividad térmica,Baja,Baja,Baja,#2563EB,4
2025,11,960,85,18921.0,Cluster 3,Baja actividad térmica,Baja,Baja,Baja,#2563EB,4
2025,12,991,71,20885.0,Cluster 3,Baja actividad térmica,Baja,Baja,Baja,#2563EB,4
