estado_ruta,producto_carpeta,producto_normalizado,granularidad,archivo,ruta_relativa,id_estacion_archivo,extension,nombre_archivo_valido,validacion_nombre,uso_crisp_dm,decision,prioridad
Aguascalientes,diario,diario,diaria,dia01001.txt,Aguascalientes\diario\dia01001.txt,01001,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01003.txt,Aguascalientes\diario\dia01003.txt,01003,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01004.txt,Aguascalientes\diario\dia01004.txt,01004,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01005.txt,Aguascalientes\diario\dia01005.txt,01005,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01006.txt,Aguascalientes\diario\dia01006.txt,01006,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01007.txt,Aguascalientes\diario\dia01007.txt,01007,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01008.txt,Aguascalientes\diario\dia01008.txt,01008,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01009.txt,Aguascalientes\diario\dia01009.txt,01009,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01010.txt,Aguascalientes\diario\dia01010.txt,01010,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01011.txt,Aguascalientes\diario\dia01011.txt,01011,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01012.txt,Aguascalientes\diario\dia01012.txt,01012,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01013.txt,Aguascalientes\diario\dia01013.txt,01013,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01014.txt,Aguascalientes\diario\dia01014.txt,01014,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01015.txt,Aguascalientes\diario\dia01015.txt,01015,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01016.txt,Aguascalientes\diario\dia01016.txt,01016,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01017.txt,Aguascalientes\diario\dia01017.txt,01017,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01018.txt,Aguascalientes\diario\dia01018.txt,01018,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01019.txt,Aguascalientes\diario\dia01019.txt,01019,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01020.txt,Aguascalientes\diario\dia01020.txt,01020,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01021.txt,Aguascalientes\diario\dia01021.txt,01021,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01022.txt,Aguascalientes\diario\dia01022.txt,01022,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01023.txt,Aguascalientes\diario\dia01023.txt,01023,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01024.txt,Aguascalientes\diario\dia01024.txt,01024,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01025.txt,Aguascalientes\diario\dia01025.txt,01025,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01026.txt,Aguascalientes\diario\dia01026.txt,01026,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01027.txt,Aguascalientes\diario\dia01027.txt,01027,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01028.txt,Aguascalientes\diario\dia01028.txt,01028,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01029.txt,Aguascalientes\diario\dia01029.txt,01029,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01030.txt,Aguascalientes\diario\dia01030.txt,01030,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01031.txt,Aguascalientes\diario\dia01031.txt,01031,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01032.txt,Aguascalientes\diario\dia01032.txt,01032,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01033.txt,Aguascalientes\diario\dia01033.txt,01033,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01034.txt,Aguascalientes\diario\dia01034.txt,01034,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01035.txt,Aguascalientes\diario\dia01035.txt,01035,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01036.txt,Aguascalientes\diario\dia01036.txt,01036,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01041.txt,Aguascalientes\diario\dia01041.txt,01041,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01043.txt,Aguascalientes\diario\dia01043.txt,01043,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01045.txt,Aguascalientes\diario\dia01045.txt,01045,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01046.txt,Aguascalientes\diario\dia01046.txt,01046,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01047.txt,Aguascalientes\diario\dia01047.txt,01047,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01057.txt,Aguascalientes\diario\dia01057.txt,01057,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01062.txt,Aguascalientes\diario\dia01062.txt,01062,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01063.txt,Aguascalientes\diario\dia01063.txt,01063,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01073.txt,Aguascalientes\diario\dia01073.txt,01073,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01074.txt,Aguascalientes\diario\dia01074.txt,01074,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01075.txt,Aguascalientes\diario\dia01075.txt,01075,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01076.txt,Aguascalientes\diario\dia01076.txt,01076,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01077.txt,Aguascalientes\diario\dia01077.txt,01077,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01078.txt,Aguascalientes\diario\dia01078.txt,01078,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01079.txt,Aguascalientes\diario\dia01079.txt,01079,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01080.txt,Aguascalientes\diario\dia01080.txt,01080,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01081.txt,Aguascalientes\diario\dia01081.txt,01081,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01082.txt,Aguascalientes\diario\dia01082.txt,01082,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01083.txt,Aguascalientes\diario\dia01083.txt,01083,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01084.txt,Aguascalientes\diario\dia01084.txt,01084,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01085.txt,Aguascalientes\diario\dia01085.txt,01085,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01088.txt,Aguascalientes\diario\dia01088.txt,01088,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01089.txt,Aguascalientes\diario\dia01089.txt,01089,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01090.txt,Aguascalientes\diario\dia01090.txt,01090,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01091.txt,Aguascalientes\diario\dia01091.txt,01091,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01094.txt,Aguascalientes\diario\dia01094.txt,01094,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01095.txt,Aguascalientes\diario\dia01095.txt,01095,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01096.txt,Aguascalientes\diario\dia01096.txt,01096,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01097.txt,Aguascalientes\diario\dia01097.txt,01097,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01098.txt,Aguascalientes\diario\dia01098.txt,01098,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01099.txt,Aguascalientes\diario\dia01099.txt,01099,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01101.txt,Aguascalientes\diario\dia01101.txt,01101,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01102.txt,Aguascalientes\diario\dia01102.txt,01102,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01103.txt,Aguascalientes\diario\dia01103.txt,01103,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01104.txt,Aguascalientes\diario\dia01104.txt,01104,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01105.txt,Aguascalientes\diario\dia01105.txt,01105,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01106.txt,Aguascalientes\diario\dia01106.txt,01106,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,diario,diario,diaria,dia01108.txt,Aguascalientes\diario\dia01108.txt,01108,.txt,True,ok,candidato_ml,entra_a_du_dp_diario,alta
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01001.txt,Aguascalientes\ext\medex01001.txt,01001,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01003.txt,Aguascalientes\ext\medex01003.txt,01003,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01004.txt,Aguascalientes\ext\medex01004.txt,01004,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01005.txt,Aguascalientes\ext\medex01005.txt,01005,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01006.txt,Aguascalientes\ext\medex01006.txt,01006,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01007.txt,Aguascalientes\ext\medex01007.txt,01007,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01008.txt,Aguascalientes\ext\medex01008.txt,01008,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01009.txt,Aguascalientes\ext\medex01009.txt,01009,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01010.txt,Aguascalientes\ext\medex01010.txt,01010,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01011.txt,Aguascalientes\ext\medex01011.txt,01011,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01012.txt,Aguascalientes\ext\medex01012.txt,01012,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01013.txt,Aguascalientes\ext\medex01013.txt,01013,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01014.txt,Aguascalientes\ext\medex01014.txt,01014,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01015.txt,Aguascalientes\ext\medex01015.txt,01015,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01016.txt,Aguascalientes\ext\medex01016.txt,01016,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01017.txt,Aguascalientes\ext\medex01017.txt,01017,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01018.txt,Aguascalientes\ext\medex01018.txt,01018,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01019.txt,Aguascalientes\ext\medex01019.txt,01019,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01020.txt,Aguascalientes\ext\medex01020.txt,01020,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01021.txt,Aguascalientes\ext\medex01021.txt,01021,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01022.txt,Aguascalientes\ext\medex01022.txt,01022,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01023.txt,Aguascalientes\ext\medex01023.txt,01023,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01024.txt,Aguascalientes\ext\medex01024.txt,01024,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01025.txt,Aguascalientes\ext\medex01025.txt,01025,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01026.txt,Aguascalientes\ext\medex01026.txt,01026,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01027.txt,Aguascalientes\ext\medex01027.txt,01027,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01028.txt,Aguascalientes\ext\medex01028.txt,01028,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01029.txt,Aguascalientes\ext\medex01029.txt,01029,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01030.txt,Aguascalientes\ext\medex01030.txt,01030,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01031.txt,Aguascalientes\ext\medex01031.txt,01031,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01032.txt,Aguascalientes\ext\medex01032.txt,01032,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01033.txt,Aguascalientes\ext\medex01033.txt,01033,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01034.txt,Aguascalientes\ext\medex01034.txt,01034,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01035.txt,Aguascalientes\ext\medex01035.txt,01035,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01036.txt,Aguascalientes\ext\medex01036.txt,01036,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01041.txt,Aguascalientes\ext\medex01041.txt,01041,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01043.txt,Aguascalientes\ext\medex01043.txt,01043,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01045.txt,Aguascalientes\ext\medex01045.txt,01045,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01046.txt,Aguascalientes\ext\medex01046.txt,01046,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01047.txt,Aguascalientes\ext\medex01047.txt,01047,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01057.txt,Aguascalientes\ext\medex01057.txt,01057,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01062.txt,Aguascalientes\ext\medex01062.txt,01062,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01063.txt,Aguascalientes\ext\medex01063.txt,01063,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01073.txt,Aguascalientes\ext\medex01073.txt,01073,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01074.txt,Aguascalientes\ext\medex01074.txt,01074,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01075.txt,Aguascalientes\ext\medex01075.txt,01075,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01076.txt,Aguascalientes\ext\medex01076.txt,01076,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01077.txt,Aguascalientes\ext\medex01077.txt,01077,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01078.txt,Aguascalientes\ext\medex01078.txt,01078,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01079.txt,Aguascalientes\ext\medex01079.txt,01079,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01080.txt,Aguascalientes\ext\medex01080.txt,01080,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01081.txt,Aguascalientes\ext\medex01081.txt,01081,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01082.txt,Aguascalientes\ext\medex01082.txt,01082,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01083.txt,Aguascalientes\ext\medex01083.txt,01083,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01084.txt,Aguascalientes\ext\medex01084.txt,01084,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01085.txt,Aguascalientes\ext\medex01085.txt,01085,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01088.txt,Aguascalientes\ext\medex01088.txt,01088,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01089.txt,Aguascalientes\ext\medex01089.txt,01089,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01090.txt,Aguascalientes\ext\medex01090.txt,01090,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01091.txt,Aguascalientes\ext\medex01091.txt,01091,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01094.txt,Aguascalientes\ext\medex01094.txt,01094,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01095.txt,Aguascalientes\ext\medex01095.txt,01095,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01096.txt,Aguascalientes\ext\medex01096.txt,01096,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01097.txt,Aguascalientes\ext\medex01097.txt,01097,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01098.txt,Aguascalientes\ext\medex01098.txt,01098,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01099.txt,Aguascalientes\ext\medex01099.txt,01099,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01101.txt,Aguascalientes\ext\medex01101.txt,01101,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01102.txt,Aguascalientes\ext\medex01102.txt,01102,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01103.txt,Aguascalientes\ext\medex01103.txt,01103,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01104.txt,Aguascalientes\ext\medex01104.txt,01104,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01105.txt,Aguascalientes\ext\medex01105.txt,01105,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01106.txt,Aguascalientes\ext\medex01106.txt,01106,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,ext,extremos,mensual_climatologica_extremos,medex01108.txt,Aguascalientes\ext\medex01108.txt,01108,.txt,True,ok,visualizacion_contexto_validacion,documentar_no_integrar_ml_base,media_baja
Aguascalientes,mensual,mensual,mensual,mes01001.txt,Aguascalientes\mensual\mes01001.txt,01001,.txt,True,ok,visualizacion_contexto,documentar_no_integrar_ml_base,media_baja
Aguascalientes,mensual,mensual,mensual,mes01003.txt,Aguascalientes\mensual\mes01003.txt,01003,.txt,True,ok,visualizacion_contexto,documentar_no_integrar_ml_base,media_baja
Aguascalientes,mensual,mensual,mensual,mes01004.txt,Aguascalientes\mensual\mes01004.txt,01004,.txt,True,ok,visualizacion_contexto,documentar_no_integrar_ml_base,media_baja
Aguascalientes,mensual,mensual,mensual,mes01005.txt,Aguascalientes\mensual\mes01005.txt,01005,.txt,True,ok,visualizacion_contexto,documentar_no_integrar_ml_base,media_baja
Aguascalientes,mensual,mensual,mensual,mes01006.txt,Aguascalientes\mensual\mes01006.txt,01006,.txt,True,ok,visualizacion_contexto,documentar_no_integrar_ml_base,media_baja
Aguascalientes,mensual,mensual,mensual,mes01007.txt,Aguascalientes\mensual\mes01007.txt,01007,.txt,True,ok,visualizacion_contexto,documentar_no_integrar_ml_base,media_baja
Aguascalientes,mensual,mensual,mensual,mes01008.txt,Aguascalientes\mensual\mes01008.txt,01008,.txt,True,ok,visualizacion_contexto,documentar_no_integrar_ml_base,media_baja
