tipo_fila,archivo,ruta,carpeta_relativa,formato,tipo_dato,registros,num_campos,campos_presentes,campos_tematicos_candidatos,campos_identificadores_candidatos,crs,epsg,geom_tipos,geom_vacias,geom_invalidas,bbox,raster_width,raster_height,raster_res_x,raster_res_y,raster_nodata,raster_dtype,raster_count,campo_nombre,campo_dtype_observado,campo_nulos,campo_nulos_pct,campo_unicos,campo_top_valores,campo_min_text_len,campo_max_text_len,campo_numeric_min,campo_numeric_max,campo_numeric_mean,raster_band,raster_valid_pixels,raster_nodata_pixels,raster_min,raster_max,raster_mean,shp_tiene_dbf,shp_tiene_shx,shp_tiene_prj,shp_tiene_cpg,shp_sidecars_faltantes,observaciones
campo,provincias_fisiograficas.shp,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\inegi\fisiografia\conjunto_de_datos\provincias_fisiograficas.shp,fisiografia\conjunto_de_datos,SHP,vector,733.0,11.0,,,,"PROJCS[""North_America_Lambert_Conformal_Conic"",GEOGCS[""ITRF92"",DATUM[""International_Terrestrial_Reference_Frame_1992"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6651""]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""latitude_of_origin"",12],PARAMETER[""central_meridian"",-102],PARAMETER[""standard_parallel_1"",17.5],PARAMETER[""standard_parallel_2"",29.5],PARAMETER[""false_easting"",2500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",,,,,,,,,,,,,CNAL1FIP_,float,0.0,0.0,733.0,"[[2.0, 1], [3.0, 1], [4.0, 1], [5.0, 1], [6.0, 1], [7.0, 1], [8.0, 1], [9.0, 1], [10.0, 1], [11.0, 1]]",,,2.0,734.0,368.0,,,,,,,True,True,True,False,.cpg,
campo,provincias_fisiograficas.shp,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\inegi\fisiografia\conjunto_de_datos\provincias_fisiograficas.shp,fisiografia\conjunto_de_datos,SHP,vector,733.0,11.0,,,,"PROJCS[""North_America_Lambert_Conformal_Conic"",GEOGCS[""ITRF92"",DATUM[""International_Terrestrial_Reference_Frame_1992"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6651""]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""latitude_of_origin"",12],PARAMETER[""central_meridian"",-102],PARAMETER[""standard_parallel_1"",17.5],PARAMETER[""standard_parallel_2"",29.5],PARAMETER[""false_easting"",2500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",,,,,,,,,,,,,CNAL1FIP_I,float,0.0,0.0,733.0,"[[1.0, 1], [2.0, 1], [3.0, 1], [4.0, 1], [5.0, 1], [6.0, 1], [7.0, 1], [8.0, 1], [9.0, 1], [10.0, 1]]",,,1.0,733.0,367.0,,,,,,,True,True,True,False,.cpg,
campo,provincias_fisiograficas.shp,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\inegi\fisiografia\conjunto_de_datos\provincias_fisiograficas.shp,fisiografia\conjunto_de_datos,SHP,vector,733.0,11.0,,,,"PROJCS[""North_America_Lambert_Conformal_Conic"",GEOGCS[""ITRF92"",DATUM[""International_Terrestrial_Reference_Frame_1992"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6651""]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""latitude_of_origin"",12],PARAMETER[""central_meridian"",-102],PARAMETER[""standard_parallel_1"",17.5],PARAMETER[""standard_parallel_2"",29.5],PARAMETER[""false_easting"",2500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",,,,,,,,,,,,,CLAVE,str,0.0,0.0,18.0,"[[""H2O"", 274], [""XI"", 115], [""I"", 97], [""VIII"", 91], [""VII"", 52], [""XIII"", 19], [""P/E"", 17], [""II"", 17], [""XII"", 17], [""XV"", 13]]",1.0,4.0,,,,,,,,,,True,True,True,False,.cpg,
campo,provincias_fisiograficas.shp,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\inegi\fisiografia\conjunto_de_datos\provincias_fisiograficas.shp,fisiografia\conjunto_de_datos,SHP,vector,733.0,11.0,,,,"PROJCS[""North_America_Lambert_Conformal_Conic"",GEOGCS[""ITRF92"",DATUM[""International_Terrestrial_Reference_Frame_1992"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6651""]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""latitude_of_origin"",12],PARAMETER[""central_meridian"",-102],PARAMETER[""standard_parallel_1"",17.5],PARAMETER[""standard_parallel_2"",29.5],PARAMETER[""false_easting"",2500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",,,,,,,,,,,,,FC,int,0.0,0.0,18.0,"[[6292, 274], [17610, 115], [17600, 97], [17607, 91], [17606, 52], [17612, 19], [6920, 17], [17601, 17], [17611, 17], [17614, 13]]",,,6292.0,32000.0,13227.36698499318,,,,,,,True,True,True,False,.cpg,
campo,provincias_fisiograficas.shp,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\inegi\fisiografia\conjunto_de_datos\provincias_fisiograficas.shp,fisiografia\conjunto_de_datos,SHP,vector,733.0,11.0,,,,"PROJCS[""North_America_Lambert_Conformal_Conic"",GEOGCS[""ITRF92"",DATUM[""International_Terrestrial_Reference_Frame_1992"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6651""]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""latitude_of_origin"",12],PARAMETER[""central_meridian"",-102],PARAMETER[""standard_parallel_1"",17.5],PARAMETER[""standard_parallel_2"",29.5],PARAMETER[""false_easting"",2500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",,,,,,,,,,,,,ENTIDAD,str,0.0,0.0,4.0,"[[""PROVINCIA"", 437], [""CUERPO DE AGUA PERENNE"", 274], [""PAÍS EXTRANJERO"", 17], [""ÁREA SIN INFORMACIÓN TEMÁTICA"", 5]]",9.0,29.0,,,,,,,,,,True,True,True,False,.cpg,
campo,provincias_fisiograficas.shp,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\inegi\fisiografia\conjunto_de_datos\provincias_fisiograficas.shp,fisiografia\conjunto_de_datos,SHP,vector,733.0,11.0,,,,"PROJCS[""North_America_Lambert_Conformal_Conic"",GEOGCS[""ITRF92"",DATUM[""International_Terrestrial_Reference_Frame_1992"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6651""]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""latitude_of_origin"",12],PARAMETER[""central_meridian"",-102],PARAMETER[""standard_parallel_1"",17.5],PARAMETER[""standard_parallel_2"",29.5],PARAMETER[""false_easting"",2500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",,,,,,,,,,,,,NOMBRE,str,0.0,0.0,16.0,"[[""N/A"", 296], [""PENÍNSULA DE YUCATÁN"", 115], [""PENÍNSULA DE BAJA CALIFORNIA"", 97], [""LLANURA COSTERA DEL GOLFO NORTE"", 91], [""LLANURA COSTERA DEL PACÍFICO"", 52], [""LLANURA COSTERA DEL GOLFO SUR"", 19], [""LLANURA SONORENSE"", 17], [""SIERRA MADRE DEL SUR"", 17], [""CORDILLERA CENTROAMERICANA"", 13], [""SIERRAS Y LLANURAS DEL NORTE"", 4]]",3.0,32.0,,,,,,,,,,True,True,True,False,.cpg,
campo,provincias_fisiograficas.shp,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\inegi\fisiografia\conjunto_de_datos\provincias_fisiograficas.shp,fisiografia\conjunto_de_datos,SHP,vector,733.0,11.0,,,,"PROJCS[""North_America_Lambert_Conformal_Conic"",GEOGCS[""ITRF92"",DATUM[""International_Terrestrial_Reference_Frame_1992"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6651""]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""latitude_of_origin"",12],PARAMETER[""central_meridian"",-102],PARAMETER[""standard_parallel_1"",17.5],PARAMETER[""standard_parallel_2"",29.5],PARAMETER[""false_easting"",2500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",,,,,,,,,,,,,SHAPE_area,float,0.0,0.0,733.0,"[[818432999768.0, 1], [1871739996830.0, 1], [130540198643.0, 1], [104198783273.0, 1], [585393593.95, 1], [496506.232805, 1], [187249.590277, 1], [1700849.99588, 1], [93882952.443, 1], [90685985.8448, 1]]",,,3959.3989584,1871739996830.0,7712244018.146252,,,,,,,True,True,True,False,.cpg,
campo,provincias_fisiograficas.shp,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\inegi\fisiografia\conjunto_de_datos\provincias_fisiograficas.shp,fisiografia\conjunto_de_datos,SHP,vector,733.0,11.0,,,,"PROJCS[""North_America_Lambert_Conformal_Conic"",GEOGCS[""ITRF92"",DATUM[""International_Terrestrial_Reference_Frame_1992"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6651""]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""latitude_of_origin"",12],PARAMETER[""central_meridian"",-102],PARAMETER[""standard_parallel_1"",17.5],PARAMETER[""standard_parallel_2"",29.5],PARAMETER[""false_easting"",2500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",,,,,,,,,,,,,SHAPE_len,float,0.0,0.0,733.0,"[[8290605.64942, 1], [20047681.7872, 1], [4713434.4411, 1], [3725064.23302, 1], [226202.08884, 1], [3416.36568888, 1], [1829.26605564, 1], [7378.10141636, 1], [63901.9617363, 1], [74074.1459133, 1]]",,,268.34802239,20047681.7872,171899.56068157076,,,,,,,True,True,True,False,.cpg,
archivo,red_hidrografica_250k.shp,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\inegi\hidrografia\conjunto_de_datos\red_hidrografica_250k.shp,hidrografia\conjunto_de_datos,SHP,vector,112994.0,11.0,"[""FNODE_"", ""TNODE_"", ""LENGTH"", ""REDHIDRO_"", ""REDHIDRO_I"", ""FC"", ""NOMBRE"", ""ORDEN"", ""C_DESAPA"", ""TIPO"", ""Ter_Gen""]","[""NOMBRE"", ""REDHIDRO_"", ""REDHIDRO_I"", ""TIPO""]","[""REDHIDRO_"", ""REDHIDRO_I""]","PROJCS[""North_America_Lambert_Conformal_Conic"",GEOGCS[""ITRF92"",DATUM[""International_Terrestrial_Reference_Frame_1992"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6651""]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""latitude_of_origin"",12],PARAMETER[""central_meridian"",-102],PARAMETER[""standard_parallel_1"",17.5],PARAMETER[""standard_parallel_2"",29.5],PARAMETER[""false_easting"",2500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",,"{""LineString"": 112994}",0.0,0.0,"{""maxx"": 4013263.0, ""maxy"": 2349537.526037, ""minx"": 1074019.382123, ""miny"": 319302.40625}",,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,False,.cpg,sidecars_faltantes=.cpg
campo,red_hidrografica_250k.shp,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\inegi\hidrografia\conjunto_de_datos\red_hidrografica_250k.shp,hidrografia\conjunto_de_datos,SHP,vector,112994.0,11.0,,,,"PROJCS[""North_America_Lambert_Conformal_Conic"",GEOGCS[""ITRF92"",DATUM[""International_Terrestrial_Reference_Frame_1992"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6651""]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""latitude_of_origin"",12],PARAMETER[""central_meridian"",-102],PARAMETER[""standard_parallel_1"",17.5],PARAMETER[""standard_parallel_2"",29.5],PARAMETER[""false_easting"",2500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",,,,,,,,,,,,,FNODE_,int,0.0,0.0,111161.0,"[[18816, 4], [182, 3], [220, 3], [249, 3], [485, 3], [668, 3], [15717, 3], [20040, 3], [21021, 3], [21524, 3]]",,,2.0,114274.0,57133.42158875692,,,,,,,True,True,True,False,.cpg,
campo,red_hidrografica_250k.shp,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\inegi\hidrografia\conjunto_de_datos\red_hidrografica_250k.shp,hidrografia\conjunto_de_datos,SHP,vector,112994.0,11.0,,,,"PROJCS[""North_America_Lambert_Conformal_Conic"",GEOGCS[""ITRF92"",DATUM[""International_Terrestrial_Reference_Frame_1992"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6651""]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""latitude_of_origin"",12],PARAMETER[""central_meridian"",-102],PARAMETER[""standard_parallel_1"",17.5],PARAMETER[""standard_parallel_2"",29.5],PARAMETER[""false_easting"",2500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",,,,,,,,,,,,,TNODE_,int,0.0,0.0,62930.0,"[[78813, 16], [23795, 8], [73405, 8], [76090, 8], [11224, 7], [15278, 7], [76134, 7], [3749, 6], [5195, 6], [7731, 6]]",,,1.0,114275.0,57146.57172947236,,,,,,,True,True,True,False,.cpg,
campo,red_hidrografica_250k.shp,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\inegi\hidrografia\conjunto_de_datos\red_hidrografica_250k.shp,hidrografia\conjunto_de_datos,SHP,vector,112994.0,11.0,,,,"PROJCS[""North_America_Lambert_Conformal_Conic"",GEOGCS[""ITRF92"",DATUM[""International_Terrestrial_Reference_Frame_1992"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6651""]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""latitude_of_origin"",12],PARAMETER[""central_meridian"",-102],PARAMETER[""standard_parallel_1"",17.5],PARAMETER[""standard_parallel_2"",29.5],PARAMETER[""false_easting"",2500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",,,,,,,,,,,,,LENGTH,float,0.0,0.0,112475.0,"[[4691.781, 3], [4083.994, 3], [0.033, 3], [5294.562, 2], [3329.604, 2], [544.57, 2], [6663.258, 2], [3478.638, 2], [8365.915, 2], [3197.617, 2]]",,,0.007,96332.123,5604.312585385064,,,,,,,True,True,True,False,.cpg,
campo,red_hidrografica_250k.shp,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\inegi\hidrografia\conjunto_de_datos\red_hidrografica_250k.shp,hidrografia\conjunto_de_datos,SHP,vector,112994.0,11.0,,,,"PROJCS[""North_America_Lambert_Conformal_Conic"",GEOGCS[""ITRF92"",DATUM[""International_Terrestrial_Reference_Frame_1992"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6651""]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""latitude_of_origin"",12],PARAMETER[""central_meridian"",-102],PARAMETER[""standard_parallel_1"",17.5],PARAMETER[""standard_parallel_2"",29.5],PARAMETER[""false_easting"",2500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",,,,,,,,,,,,,REDHIDRO_,int,0.0,0.0,9999.0,"[[1000, 111], [1001, 111], [1002, 111], [1003, 111], [1004, 111], [1005, 111], [1006, 111], [1007, 111], [1008, 111], [1009, 111]]",,,1.0,9999.0,4945.243597005151,,,,,,,True,True,True,False,.cpg,
campo,red_hidrografica_250k.shp,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\inegi\hidrografia\conjunto_de_datos\red_hidrografica_250k.shp,hidrografia\conjunto_de_datos,SHP,vector,112994.0,11.0,,,,"PROJCS[""North_America_Lambert_Conformal_Conic"",GEOGCS[""ITRF92"",DATUM[""International_Terrestrial_Reference_Frame_1992"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6651""]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""latitude_of_origin"",12],PARAMETER[""central_meridian"",-102],PARAMETER[""standard_parallel_1"",17.5],PARAMETER[""standard_parallel_2"",29.5],PARAMETER[""false_easting"",2500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",,,,,,,,,,,,,REDHIDRO_I,int,0.0,0.0,9999.0,"[[1000, 111], [1001, 111], [1002, 111], [1003, 111], [1004, 111], [1005, 111], [1006, 111], [1007, 111], [1008, 111], [1009, 111]]",,,1.0,9999.0,4945.243597005151,,,,,,,True,True,True,False,.cpg,
campo,red_hidrografica_250k.shp,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\inegi\hidrografia\conjunto_de_datos\red_hidrografica_250k.shp,hidrografia\conjunto_de_datos,SHP,vector,112994.0,11.0,,,,"PROJCS[""North_America_Lambert_Conformal_Conic"",GEOGCS[""ITRF92"",DATUM[""International_Terrestrial_Reference_Frame_1992"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6651""]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""latitude_of_origin"",12],PARAMETER[""central_meridian"",-102],PARAMETER[""standard_parallel_1"",17.5],PARAMETER[""standard_parallel_2"",29.5],PARAMETER[""false_easting"",2500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",,,,,,,,,,,,,FC,int,0.0,0.0,4.0,"[[3271, 80453], [3272, 28951], [3180, 3582], [3113, 8]]",,,3113.0,3272.0,3268.3602580668,,,,,,,True,True,True,False,.cpg,
campo,red_hidrografica_250k.shp,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\inegi\hidrografia\conjunto_de_datos\red_hidrografica_250k.shp,hidrografia\conjunto_de_datos,SHP,vector,112994.0,11.0,,,,"PROJCS[""North_America_Lambert_Conformal_Conic"",GEOGCS[""ITRF92"",DATUM[""International_Terrestrial_Reference_Frame_1992"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6651""]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""latitude_of_origin"",12],PARAMETER[""central_meridian"",-102],PARAMETER[""standard_parallel_1"",17.5],PARAMETER[""standard_parallel_2"",29.5],PARAMETER[""false_easting"",2500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",,,,,,,,,,,,,NOMBRE,str,55399.0,49.0283,12144.0,"[[""Grande"", 1094], [""Hondo"", 414], [""Verde"", 368], [""San Pedro"", 336], [""Seco"", 330], [""San Juan"", 283], [""San Antonio"", 280], [""Bravo"", 269], [""Atoyac"", 268], [""Santa María"", 264]]",1.0,42.0,,,,,,,,,,True,True,True,False,.cpg,
campo,red_hidrografica_250k.shp,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\inegi\hidrografia\conjunto_de_datos\red_hidrografica_250k.shp,hidrografia\conjunto_de_datos,SHP,vector,112994.0,11.0,,,,"PROJCS[""North_America_Lambert_Conformal_Conic"",GEOGCS[""ITRF92"",DATUM[""International_Terrestrial_Reference_Frame_1992"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6651""]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""latitude_of_origin"",12],PARAMETER[""central_meridian"",-102],PARAMETER[""standard_parallel_1"",17.5],PARAMETER[""standard_parallel_2"",29.5],PARAMETER[""false_easting"",2500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",,,,,,,,,,,,,ORDEN,int,0.0,0.0,8.0,"[[1, 56180], [2, 26124], [3, 13501], [4, 7495], [0, 3619], [5, 3176], [6, 2192], [7, 707]]",,,0.0,7.0,1.8841000407101263,,,,,,,True,True,True,False,.cpg,
campo,red_hidrografica_250k.shp,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\inegi\hidrografia\conjunto_de_datos\red_hidrografica_250k.shp,hidrografia\conjunto_de_datos,SHP,vector,112994.0,11.0,,,,"PROJCS[""North_America_Lambert_Conformal_Conic"",GEOGCS[""ITRF92"",DATUM[""International_Terrestrial_Reference_Frame_1992"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6651""]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""latitude_of_origin"",12],PARAMETER[""central_meridian"",-102],PARAMETER[""standard_parallel_1"",17.5],PARAMETER[""standard_parallel_2"",29.5],PARAMETER[""false_easting"",2500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",,,,,,,,,,,,,C_DESAPA,str,0.0,0.0,18.0,"[[""No aplica"", 105010], [""No Aplica"", 6333], [""Granular"", 916], [""Lago"", 450], [""No definible"", 81], [""Lago o Laguna"", 56], [""Canal"", 33], [""Na aplica"", 30], [""Medio carstico"", 29], [""Lago o laguna"", 25]]",4.0,14.0,,,,,,,,,,True,True,True,False,.cpg,
campo,red_hidrografica_250k.shp,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\inegi\hidrografia\conjunto_de_datos\red_hidrografica_250k.shp,hidrografia\conjunto_de_datos,SHP,vector,112994.0,11.0,,,,"PROJCS[""North_America_Lambert_Conformal_Conic"",GEOGCS[""ITRF92"",DATUM[""International_Terrestrial_Reference_Frame_1992"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6651""]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""latitude_of_origin"",12],PARAMETER[""central_meridian"",-102],PARAMETER[""standard_parallel_1"",17.5],PARAMETER[""standard_parallel_2"",29.5],PARAMETER[""false_easting"",2500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",,,,,,,,,,,,,TIPO,str,0.0,0.0,2.0,"[[""Real"", 103500], [""Virtual"", 9494]]",4.0,7.0,,,,,,,,,,True,True,True,False,.cpg,
campo,red_hidrografica_250k.shp,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\inegi\hidrografia\conjunto_de_datos\red_hidrografica_250k.shp,hidrografia\conjunto_de_datos,SHP,vector,112994.0,11.0,,,,"PROJCS[""North_America_Lambert_Conformal_Conic"",GEOGCS[""ITRF92"",DATUM[""International_Terrestrial_Reference_Frame_1992"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6651""]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""latitude_of_origin"",12],PARAMETER[""central_meridian"",-102],PARAMETER[""standard_parallel_1"",17.5],PARAMETER[""standard_parallel_2"",29.5],PARAMETER[""false_easting"",2500000],PARAMETER[""false_northing"",0],UNIT[""metre"",1,AUTHORITY[""EPSG"",""9001""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",,,,,,,,,,,,,Ter_Gen,str,36026.0,31.8831,3.0,"[[""Arroyo"", 54047], [""Río"", 19741], [""Canal"", 3180]]",3.0,6.0,,,,,,,,,,True,True,True,False,.cpg,
