anio,mes,n_observaciones,dias_con_firms,dias_con_conafor,dias_con_smn,firms_total,cluster_label,cluster_name,nivel_actividad_firms,nivel_confirmacion_conafor,nivel_cobertura_smn,color_sugerido,orden_visualizacion
2019,7,38774,5441,67,37533,25016.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2019,8,38989,5277,68,37669,25058.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2019,9,37237,3265,19,36412,14139.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2019,10,37791,2707,19,37109,13174.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2019,11,36763,3058,12,35970,10354.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2019,12,38076,5299,23,36482,17035.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2020,1,38204,6135,98,36335,20579.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2020,2,36168,7039,295,34009,23816.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2020,3,40171,11054,911,36381,60784.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2020,4,41021,15929,1387,35350,168487.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2020,5,43044,18007,1387,36421,215364.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2020,6,38003,9073,415,35345,57895.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2020,7,37408,4838,56,36156,19385.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2020,8,37054,3442,31,36171,12906.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2020,9,35384,2755,25,34646,10145.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2020,10,36833,4309,33,35600,15727.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2020,11,35888,5429,73,34374,17300.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2020,12,36976,6706,84,34873,23181.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2021,1,38205,6857,287,36153,22473.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2021,2,35720,9890,913,32572,35283.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2021,3,40603,13250,1529,36171,79715.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2021,4,40910,16404,1609,34965,171149.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2021,5,41886,16128,1004,36031,174516.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2021,6,36919,6007,241,35234,66280.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2021,7,37217,3683,20,36167,15181.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2021,8,36678,3352,14,35743,12708.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2021,9,35363,2784,22,34517,10950.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2021,10,36363,3428,14,35325,14112.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2021,11,35240,4844,27,33710,16223.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2021,12,37042,7657,62,34441,26193.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2022,1,37410,7247,152,35135,24436.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2022,2,34612,8638,468,31809,32109.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2022,3,39830,14217,1444,35084,68700.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2022,4,39577,15382,1384,33830,121315.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2022,5,42273,19549,1592,34229,227267.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2022,6,35601,8240,268,32765,53238.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2022,7,34911,4452,57,33653,18234.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2022,8,34457,3196,23,33501,10411.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2022,9,33113,2186,5,32445,7001.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2022,10,34443,3329,10,33406,12283.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2022,11,33763,4180,23,32348,14401.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2022,12,35137,6382,65,32703,22149.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2023,1,37574,9068,329,34254,32033.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2023,2,34400,9427,706,30876,33638.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2023,3,38810,12225,1315,34183,66894.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2023,4,38910,15005,1637,32778,152015.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2023,5,41542,17569,1298,34204,209858.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2023,6,38125,13632,1038,32822,138550.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2023,7,35794,5449,76,34127,22898.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2023,8,34948,3902,48,33758,16484.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2023,9,34217,4495,31,32816,16568.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2023,10,34097,2873,27,33176,11273.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2023,11,32877,3057,34,31807,10343.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2023,12,33745,3708,23,32265,11888.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2024,1,34676,5558,231,32538,18987.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2024,2,33812,7560,638,30765,28822.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2024,3,37358,11603,1589,32635,76575.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2024,4,37769,14884,1598,31260,171610.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2024,5,40450,18886,1889,31856,290720.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2024,6,35022,9539,744,30926,88372.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2024,7,32889,3359,22,31685,12094.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2024,8,32792,3142,32,31806,11826.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2024,9,31531,2327,18,30756,9256.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2024,10,32708,3102,26,31665,10600.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2024,11,31161,4774,83,29422,17211.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2024,12,32379,6228,153,29756,21493.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2025,1,31519,6031,268,28996,23271.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2025,2,29219,7549,539,26042,28697.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2025,3,34335,12492,1677,28472,76447.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2025,4,34518,15342,2104,26708,141580.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2025,5,36093,16093,1524,27587,205965.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2025,6,28451,5882,260,25755,42832.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2025,7,27734,3682,53,26160,18935.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2025,8,27300,3684,26,25810,14742.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2025,9,25557,2442,7,24503,9037.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2025,10,23526,3172,11,22073,12601.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2025,11,21242,5103,111,18469,18921.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
2025,12,20308,5578,86,16981,20885.0,Cluster 5,Alta actividad térmica con baja confirmación histórica,Alta,Media,Media,#EA580C,2
