tipo_fila,archivo,ruta,ciclo_detectado,producto_detectado,hoja,nivel_agregacion_observado,n_filas,n_columnas,columnas,columnas_candidatas_estado,columnas_candidatas_municipio,columnas_candidatas_coordenadas,columnas_candidatas_anio,columnas_candidatas_superficie,columnas_candidatas_deforestacion,columnas_candidatas_indicador_forestal,n_columnas_totalmente_vacias,columnas_totalmente_vacias,n_columnas_con_50pct_nulos_o_mas,columnas_con_50pct_nulos_o_mas,primeras_filas_muestra,top_valores_estado,top_valores_anio,top_valores_muestreo,utilidad_metodologica_preliminar,decision_preliminar_du,observaciones
archivo,DeforestacionNacional_2024.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\DeforestacionNacional_2024.xlsx,2001-2024,deforestacion,,,,2,"[""SuperficieDeforestadaNacional"", ""IncertidumbreNacional""]",[],[],[],[],[],[],[],,[],,[],[],{},{},{},revisar_utilidad,conservar_para_du,
hoja_prioritaria,DeforestacionNacional_2024.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\DeforestacionNacional_2024.xlsx,2001-2024,deforestacion,SuperficieDeforestadaNacional,desconocido,841.0,4,"[""Gerencia de Sistema Nacional de Monitoreo Forestal, Junio 2025"", ""Unnamed: 1"", ""Unnamed: 2"", ""Unnamed: 3""]",[],[],[],[],[],[],"[""Gerencia de Sistema Nacional de Monitoreo Forestal, Junio 2025""]",0.0,[],0.0,[],"[{""Gerencia de Sistema Nacional de Monitoreo Forestal, Junio 2025"": ""Año"", ""Unnamed: 1"": ""Ecoregion"", ""Unnamed: 2"": ""Superficie  Deforestada (ha)"", ""Unnamed: 3"": ""Transición""}, {""Gerencia de Sistema Nacional de Monitoreo Forestal, Junio 2025"": ""2001"", ""Unnamed: 1"": ""California Mediterránea"", ""Unnamed: 2"": ""0"", ""Unnamed: 3"": ""Pastizales""}, {""Gerencia de Sistema Nacional de Monitoreo Forestal, Junio 2025"": ""2002"", ""Unnamed: 1"": ""California Mediterránea"", ""Unnamed: 2"": ""0"", ""Unnamed: 3"": ""Pastizales""}, {""Gerencia de Sistema Nacional de Monitoreo Forestal, Junio 2025"": ""2003"", ""Unnamed: 1"": ""California Mediterránea"", ""Unnamed: 2"": ""0"", ""Unnamed: 3"": ""Pastizales""}, {""Gerencia de Sistema Nacional de Monitoreo Forestal, Junio 2025"": ""2004"", ""Unnamed: 1"": ""California Mediterránea"", ""Unnamed: 2"": ""0"", ""Unnamed: 3"": ""Pastizales""}, {""Gerencia de Sistema Nacional de Monitoreo Forestal, Junio 2025"": ""2005"", ""Unnamed: 1"": ""California Mediterránea"", ""Unnamed: 2"": ""0"", ""Unnamed: 3"": ""Pastizales""}, {""Gerencia de Sistema Nacional de Monitoreo Forestal, Junio 2025"": ""2006"", ""Unnamed: 1"": ""California Mediterránea"", ""Unnamed: 2"": ""0"", ""Unnamed: 3"": ""Pastizales""}, {""Gerencia de Sistema Nacional de Monitoreo Forestal, Junio 2025"": ""2007"", ""Unnamed: 1"": ""California Mediterránea"", ""Unnamed: 2"": ""0"", ""Unnamed: 3"": ""Pastizales""}, {""Gerencia de Sistema Nacional de Monitoreo Forestal, Junio 2025"": ""2008"", ""Unnamed: 1"": ""California Mediterránea"", ""Unnamed: 2"": ""0"", ""Unnamed: 3"": ""Pastizales""}, {""Gerencia de Sistema Nacional de Monitoreo Forestal, Junio 2025"": ""2009"", ""Unnamed: 1"": ""California Mediterránea"", ""Unnamed: 2"": ""0"", ""Unnamed: 3"": ""Pastizales""}]",{},{},{},revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja_prioritaria,DeforestacionNacional_2024.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\DeforestacionNacional_2024.xlsx,2001-2024,deforestacion,IncertidumbreNacional,desconocido,25.0,6,"[""Gerencia de Sistema Nacional de Monitoreo Forestal, Junio 2025"", ""Unnamed: 1"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4"", ""Unnamed: 5""]",[],[],[],[],[],[],"[""Gerencia de Sistema Nacional de Monitoreo Forestal, Junio 2025""]",0.0,[],0.0,[],"[{""Gerencia de Sistema Nacional de Monitoreo Forestal, Junio 2025"": ""Año"", ""Unnamed: 1"": ""Deforestación"", ""Unnamed: 2"": ""Incertidumbres (%)"", ""Unnamed: 3"": ""Z_alfa/2   * sigma"", ""Unnamed: 4"": ""Limite Inferior"", ""Unnamed: 5"": ""Limite Superior""}, {""Gerencia de Sistema Nacional de Monitoreo Forestal, Junio 2025"": ""2001"", ""Unnamed: 1"": ""79672.0642127448"", ""Unnamed: 2"": ""77.9231339560941"", ""Unnamed: 3"": ""62082.9693220825"", ""Unnamed: 4"": ""17589.0948906624"", ""Unnamed: 5"": ""141755.033534827""}, {""Gerencia de Sistema Nacional de Monitoreo Forestal, Junio 2025"": ""2002"", ""Unnamed: 1"": ""191070.796191577"", ""Unnamed: 2"": ""58.9849086657921"", ""Unnamed: 3"": ""112702.934620604"", ""Unnamed: 4"": ""78367.8615709735"", ""Unnamed: 5"": ""303773.73081218""}, {""Gerencia de Sistema Nacional de Monitoreo Forestal, Junio 2025"": ""2003"", ""Unnamed: 1"": ""185741.131264817"", ""Unnamed: 2"": ""66.0573271878933"", ""Unnamed: 3"": ""122695.626802095"", ""Unnamed: 4"": ""63045.5044627226"", ""Unnamed: 5"": ""308436.758066912""}, {""Gerencia de Sistema Nacional de Monitoreo Forestal, Junio 2025"": ""2004"", ""Unnamed: 1"": ""135952.977539253"", ""Unnamed: 2"": ""60.6167992534306"", ""Unnamed: 3"": ""82410.3434740306"", ""Unnamed: 4"": ""53542.6340652224"", ""Unnamed: 5"": ""218363.321013284""}, {""Gerencia de Sistema Nacional de Monitoreo Forestal, Junio 2025"": ""2005"", ""Unnamed: 1"": ""170420.826006638"", ""Unnamed: 2"": ""36.3301560332523"", ""Unnamed: 3"": ""61914.1520013691"", ""Unnamed: 4"": ""108506.674005269"", ""Unnamed: 5"": ""232334.978008007""}, {""Gerencia de Sistema Nacional de Monitoreo Forestal, Junio 2025"": ""2006"", ""Unnamed: 1"": ""98853.0082107662"", ""Unnamed: 2"": ""43.1567091098001"", ""Unnamed: 3"": ""42661.7051998073"", ""Unnamed: 4"": ""56191.303010959"", ""Unnamed: 5"": ""141514.713410573""}, {""Gerencia de Sistema Nacional de Monitoreo Forestal, Junio 2025"": ""2007"", ""Unnamed: 1"": ""131822.260314674"", ""Unnamed: 2"": ""38.1531948734519"", ""Unnamed: 3"": ""50294.4038644468"", ""Unnamed: 4"": ""81527.8564502275"", ""Unnamed: 5"": ""182116.664179121""}, {""Gerencia de Sistema Nacional de Monitoreo Forestal, Junio 2025"": ""2008"", ""Unnamed: 1"": ""192631.418426113"", ""Unnamed: 2"": ""51.7592810730975"", ""Unnamed: 3"": ""99704.6372982666"", ""Unnamed: 4"": ""92926.7811278468"", ""Unnamed: 5"": ""292336.05572438""}, {""Gerencia de Sistema Nacional de Monitoreo Forestal, Junio 2025"": ""2009"", ""Unnamed: 1"": ""301792.436280772"", ""Unnamed: 2"": ""39.1639750676701"", ""Unnamed: 3"": ""118193.914501116"", ""Unnamed: 4"": ""183598.521779656"", ""Unnamed: 5"": ""419986.350781888""}]",{},{},{},revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
archivo,INFyS_Secciones_2004_2009.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2004-2009\INFyS_Secciones_2004_2009.xlsx,2004-2009,secciones,,,,15,"[""Conglomerados"", ""Cobertura"", ""Cobertura_1m2"", ""Cuerpos_agua"", ""Diversidad_especie_estrato"", ""Epifitas"", ""Especies_NOM059"", ""Impactos_ambientales"", ""Incendios"", ""Repoblado_bosque"", ""Repoblado_otras_comunidades"", ""Repoblado_selva"", ""Vegetacion_menor"", ""Sitios"", ""Suelos""]",[],[],[],[],[],[],[],,[],,[],[],{},{},{},revisar_utilidad,conservar_para_du,
hoja_prioritaria,INFyS_Secciones_2004_2009.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2004-2009\INFyS_Secciones_2004_2009.xlsx,2004-2009,secciones,Conglomerados,sitio_conglomerado,24630.0,34,"[""Conglomerado"", ""Anio"", ""Estado"", ""Municipio"", ""Formato"", ""Veg_prim_levantada"", ""Veg_sec_levanatda"", ""Veg_prim_esperada"", ""Veg_sec_esperada"", ""Tipo_cgl_estandar"", ""Monitoreo"", ""Muestreado"", ""Cubierta_Vegetal"", ""Tenencia"", ""Region_Hidrologica"", ""Cuenca"", ""SubCuenca"", ""Tipo_Subcuenca"", ""Cve_veg_SV"", ""Tipo_veg_SV"", ""Formacion_SV"", ""Sitios_x_cgl"", ""Sitio_1"", ""Sitio_2"", ""Sitio_3"", ""Sitio_4"", ""Latitud"", ""Longitud"", ""X"", ""Y"", ""Altitud"", ""Fisiografia"", ""Pendiente"", ""Uso_suelo_SCV""]","[""Estado""]","[""Municipio""]","[""Latitud"", ""Longitud"", ""Sitios_x_cgl""]","[""Anio""]",[],[],"[""Formacion_SV""]",0.0,[],0.0,[],"[{""Altitud"": ""0.0"", ""Anio"": ""2006"", ""Conglomerado"": ""61958"", ""Cubierta_Vegetal"": ""No"", ""Cuenca"": ""Cuencas Cerradas-A"", ""Cve_veg_SV"": ""SMS"", ""Estado"": ""Campeche"", ""Fisiografia"": ""No aplica"", ""Formacion_SV"": ""SELVAS ALTAS Y MEDIANAS"", ""Formato"": ""Selva"", ""Latitud"": """", ""Longitud"": """", ""Monitoreo"": ""No"", ""Muestreado"": ""No"", ""Municipio"": ""Calakmul"", ""Pendiente"": ""0.0"", ""Region_Hidrologica"": ""Yucatan Oeste"", ""Sitio_1"": """", ""Sitio_2"": """", ""Sitio_3"": """", ""Sitio_4"": """", ""Sitios_x_cgl"": ""0"", ""SubCuenca"": ""Dzilbalchen - Postunich"", ""Tenencia"": ""No aplica"", ""Tipo_Subcuenca"": ""Estación Climatológica"", ""Tipo_cgl_estandar"": ""No aplica"", ""Tipo_veg_SV"": ""SELVA MEDIANA SUBCADUCIFOLIA"", ""Uso_suelo_SCV"": ""No aplica"", ""Veg_prim_esperada"": """", ""Veg_prim_levantada"": """", ""Veg_sec_esperada"": """", ""Veg_sec_levanatda"": """", ""X"": """", ""Y"": """"}, {""Altitud"": ""1500.0"", ""Anio"": ""2005"", ""Conglomerado"": ""77652"", ""Cubierta_Vegetal"": ""Si"", ""Cuenca"": ""Río Grijalva-Concordia"", ""Cve_veg_SV"": ""PI"", ""Estado"": ""Chiapas"", ""Fisiografia"": ""Ladera"", ""Formacion_SV"": ""AREAS NO FORESTALES"", ""Formato"": ""Bosque"", ""Latitud"": ""15 35 19.1"", ""Longitud"": ""-92 26 0"", ""Monitoreo"": ""No"", ""Muestreado"": ""Si"", ""Municipio"": ""Siltepec"", ""Pendiente"": ""65.0"", ""Region_Hidrologica"": ""Grijalva-Usumacinta"", ""Sitio_1"": ""1.0"", ""Sitio_2"": ""1.0"", ""Sitio_3"": ""1.0"", ""Sitio_4"": ""1.0"", ""Sitios_x_cgl"": ""4"", ""SubCuenca"": ""San Miguel - Tapizala"", ""Tenencia"": ""Ejidal"", ""Tipo_Subcuenca"": ""Río"", ""Tipo_cgl_estandar"": ""Inicial"", ""Tipo_veg_SV"": ""PASTIZAL INDUCIDO"", ""Uso_suelo_SCV"": ""No aplica"", ""Veg_prim_esperada"": ""BQP"", ""Veg_prim_levantada"": ""BQP"", ""Veg_sec_esperada"": ""VSA"", ""Veg_sec_levanatda"": ""VSA"", ""X"": ""-92.433333"", ""Y"": ""15.5886385555556""}, {""Altitud"": ""244.0"", ""Anio"": ""2005"", ""Conglomerado"": ""28451"", ""Cubierta_Vegetal"": ""Si"", ""Cuenca"": ""Río Bravo-San Juan"", ""Cve_veg_SV"": ""MET"", ""Estado"": ""Nuevo León"", ""Fisiografia"": ""Lomerio"", ""Formacion_SV"": ""ZONAS SEMIARIDAS"", ""Formato"": ""Otras comunidades"", ""Latitud"": ""26 4 22"", ""Longitud"": ""-99 32 48"", ""Monitoreo"": ""No"", ""Muestreado"": ""Si"", ""Municipio"": ""Melchor Ocampo"", ""Pendiente"": ""9.0"", ""Region_Hidrologica"": ""Bravo Conchos"", ""Sitio_1"": ""1.0"", ""Sitio_2"": ""1.0"", ""Sitio_3"": ""1.0"", ""Sitio_4"": ""1.0"", ""Sitios_x_cgl"": ""4"", ""SubCuenca"": ""Zacatalitos - Los López"", ""Tenencia"": ""Comunal"", ""Tipo_Subcuenca"": ""Localidad"", ""Tipo_cgl_estandar"": ""Inicial"", ""Tipo_veg_SV"": ""MATORRAL ESPINOSO TAMAULIPECO"", ""Uso_suelo_SCV"": ""No aplica"", ""Veg_prim_esperada"": ""MET"", ""Veg_prim_levantada"": ""MET"", ""Veg_sec_esperada"": ""VSna"", ""Veg_sec_levanatda"": ""VSA"", ""X"": ""-99.5466663333333"", ""Y"": ""26.0727771111111""}, {""Altitud"": ""36.0"", ""Anio"": ""2005"", ""Conglomerado"": ""51197"", ""Cubierta_Vegetal"": ""Si"", ""Cuenca"": ""Yucatán"", ""Cve_veg_SV"": ""VSA/SMS"", ""Estado"": ""Yucatán"", ""Fisiografia"": ""Planicie"", ""Formacion_SV"": ""SELVAS ALTAS Y MEDIANAS"", ""Formato"": ""Selva"", ""Latitud"": ""20 39 17"", ""Longitud"": ""-88 41 19"", ""Monitoreo"": ""No"", ""Muestreado"": ""Si"", ""Municipio"": ""Yaxcabá"", ""Pendiente"": ""0.0"", ""Region_Hidrologica"": ""Yucatan Norte"", ""Sitio_1"": ""1.0"", ""Sitio_2"": ""1.0"", ""Sitio_3"": ""1.0"", ""Sitio_4"": ""1.0"", ""Sitios_x_cgl"": ""4"", ""SubCuenca"": ""Menda"", ""Tenencia"": ""Ejidal"", ""Tipo_Subcuenca"": ""Localidad"", ""Tipo_cgl_estandar"": ""Inicial"", ""Tipo_veg_SV"": ""SELVA MEDIANA SUBCADUCIFOLIA"", ""Uso_suelo_SCV"": ""No aplica"", ""Veg_prim_esperada"": ""SMS"", ""Veg_prim_levantada"": ""SMS"", ""Veg_sec_esperada"": ""VSaa"", ""Veg_sec_levanatda"": ""VSA"", ""X"": ""-88.6886107777778"", ""Y"": ""20.6547222222222""}, {""Altitud"": ""1820.0"", ""Anio"": ""2007"", ""Conglomerado"": ""53152"", ""Cubierta_Vegetal"": ""Si"", ""Cuenca"": ""Río Verde Grande"", ""Cve_veg_SV"": ""VSaa/BQ"", ""Estado"": ""Jalisco"", ""Fisiografia"": ""Ladera"", ""Formacion_SV"": ""LATIFOLIADAS"", ""Formato"": ""Selva"", ""Latitud"": ""20 49 32"", ""Longitud"": ""-102 49 35"", ""Monitoreo"": ""No"", ""Muestreado"": ""Si"", ""Municipio"": ""Acatic"", ""Pendiente"": ""13.0"", ""Region_Hidrologica"": ""Lerma Santiago"", ""Sitio_1"": ""1.0"", ""Sitio_2"": ""1.0"", ""Sitio_3"": ""1.0"", ""Sitio_4"": ""1.0"", ""Sitios_x_cgl"": ""4"", ""SubCuenca"": ""Acatic"", ""Tenencia"": ""Propiedad Particular"", ""Tipo_Subcuenca"": ""Estación Climatológica"", ""Tipo_cgl_estandar"": ""Inicial"", ""Tipo_veg_SV"": ""BOSQUE DE ENCINO"", ""Uso_suelo_SCV"": ""No aplica"", ""Veg_prim_esperada"": ""BQ"", ""Veg_prim_levantada"": ""SBC"", ""Veg_sec_esperada"": ""VSA"", ""Veg_sec_levanatda"": ""VSn"", ""X"": ""-102.826388222222"", ""Y"": ""20.8255548888889""}, {""Altitud"": """", ""Anio"": ""2005"", ""Conglomerado"": ""75865"", ""Cubierta_Vegetal"": ""No"", ""Cuenca"": ""Río Nexpa y otros"", ""Cve_veg_SV"": ""PH"", ""Estado"": ""Guerrero"", ""Fisiografia"": """", ""Formacion_SV"": ""OTRAS AREAS FORESTALES"", ""Formato"": ""Selva"", ""Latitud"": ""16 32 32"", ""Longitud"": ""-98 55 12"", ""Monitoreo"": ""No"", ""Muestreado"": ""Si"", ""Municipio"": ""Copala"", ""Pendiente"": """", ""Region_Hidrologica"": ""Costa Chica de Guerrero"", ""Sitio_1"": ""1.0"", ""Sitio_2"": ""0.0"", ""Sitio_3"": ""0.0"", ""Sitio_4"": ""0.0"", ""Sitios_x_cgl"": ""1"", ""SubCuenca"": ""Capola"", ""Tenencia"": ""Propiedad Federal"", ""Tipo_Subcuenca"": ""Localidad"", ""Tipo_cgl_estandar"": ""Inicial"", ""Tipo_veg_SV"": ""PASTIZAL HALOFILO"", ""Uso_suelo_SCV"": ""Otros"", ""Veg_prim_esperada"": ""VM"", ""Veg_prim_levantada"": """", ""Veg_sec_esperada"": ""VSna"", ""Veg_sec_levanatda"": ""VSna"", ""X"": ""-98.9199993333333"", ""Y"": ""16.5422218888889""}, {""Altitud"": ""1510.0"", ""Anio"": ""2006"", ""Conglomerado"": ""55242"", ""Cubierta_Vegetal"": ""Si"", ""Cuenca"": ""Río Armería"", ""Cve_veg_SV"": ""VSaa/BQ"", ""Estado"": ""Jalisco"", ""Fisiografia"": ""Lomerio"", ""Formacion_SV"": ""LATIFOLIADAS"", ""Formato"": ""Bosque"", ""Latitud"": ""20 24 12"", ""Longitud"": ""-104 13 7"", ""Monitoreo"": ""No"", ""Muestreado"": ""Si"", ""Municipio"": ""Atengo"", ""Pendiente"": ""20.0"", ""Region_Hidrologica"": ""Armeria-Coahuayana"", ""Sitio_1"": ""1.0"", ""Sitio_2"": ""1.0"", ""Sitio_3"": ""1.0"", ""Sitio_4"": ""1.0"", ""Sitios_x_cgl"": ""4"", ""SubCuenca"": ""Ayutla"", ""Tenencia"": ""Propiedad Particular"", ""Tipo_Subcuenca"": ""Río"", ""Tipo_cgl_estandar"": ""Inicial"", ""Tipo_veg_SV"": ""BOSQUE DE ENCINO"", ""Uso_suelo_SCV"": ""No aplica"", ""Veg_prim_esperada"": ""BQ"", ""Veg_prim_levantada"": ""BQ"", ""Veg_sec_esperada"": ""VSna"", ""Veg_sec_levanatda"": ""VSA"", ""X"": ""-104.218610444444"", ""Y"": ""20.4033333333333""}, {""Altitud"": ""0.0"", ""Anio"": ""2006"", ""Conglomerado"": ""77284"", ""Cubierta_Vegetal"": ""No"", ""Cuenca"": ""Río Astata y otros"", ""Cve_veg_SV"": ""VSaa/BP"", ""Estado"": ""Oaxaca"", ""Fisiografia"": ""No aplica"", ""Formacion_SV"": ""CONIFERAS"", ""Formato"": ""Bosque"", ""Latitud"": """", ""Longitud"": """", ""Monitoreo"": ""No"", ""Muestreado"": ""No"", ""Municipio"": ""San Carlos Yautepec"", ""Pendiente"": ""0.0"", ""Region_Hidrologica"": ""Costa de Oaxaca"", ""Sitio_1"": """", ""Sitio_2"": """", ""Sitio_3"": """", ""Sitio_4"": """", ""Sitios_x_cgl"": ""0"", ""SubCuenca"": ""Puerto Angel - Salina Cruz"", ""Tenencia"": ""No aplica"", ""Tipo_Subcuenca"": ""Localidad"", ""Tipo_cgl_estandar"": ""No aplica"", ""Tipo_veg_SV"": ""BOSQUE DE PINO"", ""Uso_suelo_SCV"": ""No aplica"", ""Veg_prim_esperada"": """", ""Veg_prim_levantada"": """", ""Veg_sec_esperada"": """", ""Veg_sec_levanatda"": """", ""X"": """", ""Y"": """"}, {""Altitud"": ""340.0"", ""Anio"": ""2006"", ""Conglomerado"": ""20795"", ""Cubierta_Vegetal"": ""Si"", ""Cuenca"": ""Río Mayo"", ""Cve_veg_SV"": ""PC"", ""Estado"": ""Sonora"", ""Fisiografia"": ""Planicie"", ""Formacion_SV"": ""AREAS NO FORESTALES"", ""Formato"": ""Selva"", ""Latitud"": ""27 23 27"", ""Longitud"": ""-108 57 25"", ""Monitoreo"": ""No"", ""Muestreado"": ""Si"", ""Municipio"": ""Alamos"", ""Pendiente"": ""3.0"", ""Region_Hidrologica"": ""Sonora Sur"", ""Sitio_1"": ""1.0"", ""Sitio_2"": ""1.0"", ""Sitio_3"": ""1.0"", ""Sitio_4"": ""1.0"", ""Sitios_x_cgl"": ""4"", ""SubCuenca"": ""Río Alto Pesqueria"", ""Tenencia"": ""Propiedad Particular"", ""Tipo_Subcuenca"": ""Río"", ""Tipo_cgl_estandar"": ""Inicial"", ""Tipo_veg_SV"": ""PASTIZAL CULTIVADO"", ""Uso_suelo_SCV"": ""No aplica"", ""Veg_prim_esperada"": ""SBC"", ""Veg_prim_levantada"": ""SBC"", ""Veg_sec_esperada"": ""VSna"", ""Veg_sec_levanatda"": ""VSn"", ""X"": ""-108.956944444444"", ""Y"": ""27.390833""}, {""Altitud"": ""80.0"", ""Anio"": ""2006"", ""Conglomerado"": ""57664"", ""Cubierta_Vegetal"": ""Si"", ""Cuenca"": ""Cuencas Cerradas-B"", ""Cve_veg_SV"": ""VSA/SMQ"", ""Estado"": ""Quintana Roo"", ""Fisiografia"": ""Lomerio"", ""Formacion_SV"": ""SELVAS ALTAS Y MEDIANAS"", ""Formato"": ""Selva"", ""Latitud"": ""19 26 40"", ""Longitud"": ""-88 54 12"", ""Monitoreo"": ""No"", ""Muestreado"": ""Si"", ""Municipio"": ""Jose Maria Morelos"", ""Pendiente"": ""0.0"", ""Region_Hidrologica"": ""Yucatan Este"", ""Sitio_1"": ""1.0"", ""Sitio_2"": ""1.0"", ""Sitio_3"": ""1.0"", ""Sitio_4"": ""1.0"", ""Sitios_x_cgl"": ""4"", ""SubCuenca"": ""Bacanchen"", ""Tenencia"": ""Propiedad Particular"", ""Tipo_Subcuenca"": ""Localidad"", ""Tipo_cgl_estandar"": ""Inicial"", ""Tipo_veg_SV"": ""SELVA MEDIANA SUBPERENNIFOLIA"", ""Uso_suelo_SCV"": ""No aplica"", ""Veg_prim_esperada"": ""SMQ"", ""Veg_prim_levantada"": ""SMQ"", ""Veg_sec_esperada"": ""VSA"", ""Veg_sec_levanatda"": ""VSA"", ""X"": ""-88.9033333333333"", ""Y"": ""19.4444441111111""}]","{""Campeche"": 1486, ""Chiapas"": 1590, ""Chihuahua"": 3016, ""Durango"": 2096, ""Guerrero"": 1199, ""Jalisco"": 1274, ""Oaxaca"": 2172, ""Quintana Roo"": 1426, ""Sonora"": 1556, ""Yucatán"": 926}","{""2004"": 947, ""2005"": 12505, ""2006"": 7060, ""2007"": 4118}","{""20795"": 1, ""28451"": 1, ""51197"": 1, ""53152"": 1, ""55242"": 1, ""57664"": 1, ""61958"": 1, ""75865"": 1, ""77284"": 1, ""77652"": 1}",candidato_ml_posterior_o_contexto_geoespacial,conservar_para_du,
hoja_prioritaria,INFyS_Secciones_2004_2009.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2004-2009\INFyS_Secciones_2004_2009.xlsx,2004-2009,secciones,Cobertura,estado_municipio,80169.0,8,"[""Conglomerado"", ""Anio"", ""Estado"", ""Municipio"", ""Formato"", ""porcRenuevo"", ""porcArbustos"", ""porcHierbas""]","[""Estado""]","[""Municipio""]",[],"[""Anio""]",[],[],[],0.0,[],0.0,[],"[{""Anio"": ""2004"", ""Conglomerado"": ""54"", ""Estado"": ""Baja California"", ""Formato"": ""Otras comunidades"", ""Municipio"": ""Tecate"", ""porcArbustos"": ""10.0"", ""porcHierbas"": ""10.0"", ""porcRenuevo"": ""10.0""}, {""Anio"": ""2004"", ""Conglomerado"": ""58"", ""Estado"": ""Baja California"", ""Formato"": ""Bosque selva"", ""Municipio"": ""Tecate"", ""porcArbustos"": ""100.0"", ""porcHierbas"": ""100.0"", ""porcRenuevo"": ""100.0""}, {""Anio"": ""2004"", ""Conglomerado"": ""58"", ""Estado"": ""Baja California"", ""Formato"": ""Bosque selva"", ""Municipio"": ""Tecate"", ""porcArbustos"": ""0.0"", ""porcHierbas"": ""0.0"", ""porcRenuevo"": ""0.0""}, {""Anio"": ""2004"", ""Conglomerado"": ""62"", ""Estado"": ""Baja California"", ""Formato"": ""Otras comunidades"", ""Municipio"": ""Tecate"", ""porcArbustos"": ""5.0"", ""porcHierbas"": ""23.0"", ""porcRenuevo"": ""1.0""}, {""Anio"": ""2004"", ""Conglomerado"": ""62"", ""Estado"": ""Baja California"", ""Formato"": ""Otras comunidades"", ""Municipio"": ""Tecate"", ""porcArbustos"": ""1.0"", ""porcHierbas"": ""2.0"", ""porcRenuevo"": ""0.0""}, {""Anio"": ""2004"", ""Conglomerado"": ""62"", ""Estado"": ""Baja California"", ""Formato"": ""Otras comunidades"", ""Municipio"": ""Tecate"", ""porcArbustos"": ""0.0"", ""porcHierbas"": ""0.0"", ""porcRenuevo"": ""0.0""}, {""Anio"": ""2004"", ""Conglomerado"": ""62"", ""Estado"": ""Baja California"", ""Formato"": ""Otras comunidades"", ""Municipio"": ""Tecate"", ""porcArbustos"": ""6.0"", ""porcHierbas"": ""5.0"", ""porcRenuevo"": ""0.0""}, {""Anio"": ""2004"", ""Conglomerado"": ""66"", ""Estado"": ""Baja California"", ""Formato"": ""Bosque selva"", ""Municipio"": ""Tecate"", ""porcArbustos"": ""10.0"", ""porcHierbas"": ""10.0"", ""porcRenuevo"": ""10.0""}, {""Anio"": ""2004"", ""Conglomerado"": ""104"", ""Estado"": ""Baja California"", ""Formato"": ""Otras comunidades"", ""Municipio"": ""Tecate"", ""porcArbustos"": ""28.0"", ""porcHierbas"": ""1.0"", ""porcRenuevo"": ""0.0""}, {""Anio"": ""2004"", ""Conglomerado"": ""104"", ""Estado"": ""Baja California"", ""Formato"": ""Otras comunidades"", ""Municipio"": ""Tecate"", ""porcArbustos"": ""55.0"", ""porcHierbas"": ""2.0"", ""porcRenuevo"": ""0.0""}]","{""Campeche"": 4967, ""Chiapas"": 3461, ""Chihuahua"": 10796, ""Durango"": 7011, ""Guerrero"": 3268, ""Jalisco"": 4542, ""Oaxaca"": 6315, ""Quintana Roo"": 5569, ""Sonora"": 4873, ""Yucatán"": 3411}","{""2004"": 3347, ""2005"": 43513, ""2006"": 20843, ""2007"": 12466}","{""104"": 4, ""138"": 4, ""141"": 4, ""62"": 4, ""77009"": 4, ""77015"": 4, ""77404"": 4, ""77540"": 4, ""77692"": 4, ""77809"": 4}",contexto_visualizacion_apoyo_descriptivo,conservar_para_du,
