tipo_fila,archivo,ruta,tamano_mb,ciclo_detectado,producto_detectado,hoja,clasificacion_hoja,nivel_agregacion_observado,n_filas,n_columnas,columnas,columnas_top_no_nulas,columnas_totalmente_vacias,columnas_candidatas_estado,columnas_candidatas_municipio,columnas_candidatas_coordenadas,columnas_candidatas_anio,columnas_candidatas_muestreo,columnas_candidatas_agregacion,utilidad_metodologica_preliminar,decision_preliminar_du,observaciones
hoja,Composicion_INFyS-2015-2020_Tablas_23062023.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Composición y estructura\Composicion_INFyS-2015-2020_Tablas_23062023.xlsx,18.9068,2015-2020,composicion_estructura,No_Especies_en_riesgo,indicador_agregado,desconocido,16.0,8,"[""Número de especies en riesgo por formación forestal de acuerdo a la NOM-059"", ""Unnamed: 1"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4"", ""Unnamed: 5"", ""Unnamed: 6"", ""Unnamed: 7""]","[""Número de especies en riesgo por formación forestal de acuerdo a la NOM-059"", ""Unnamed: 1"", ""Unnamed: 4"", ""Unnamed: 5"", ""Unnamed: 6"", ""Unnamed: 7"", ""Unnamed: 2"", ""Unnamed: 3""]",[],[],[],[],[],[],"[""Número de especies en riesgo por formación forestal de acuerdo a la NOM-059""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Composicion_INFyS-2015-2020_Tablas_23062023.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Composición y estructura\Composicion_INFyS-2015-2020_Tablas_23062023.xlsx,18.9068,2015-2020,composicion_estructura,Lista_especies_en_Riesgo_NOM59,desconocido,desconocido,379.0,6,"[""Listado de especies en riesgo registradas en el INFyS 2015-2020 de acuerdo a la NOM-059-SEMARNAT-2010"", ""Unnamed: 1"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4"", ""Unnamed: 5""]","[""Listado de especies en riesgo registradas en el INFyS 2015-2020 de acuerdo a la NOM-059-SEMARNAT-2010"", ""Unnamed: 1"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4"", ""Unnamed: 5""]",[],[],[],[],[],[],[],revisar_utilidad,conservar_para_du,clasificacion_hoja_desconocida; nivel_agregacion_desconocido
hoja,Composicion_INFyS-2015-2020_Tablas_23062023.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Composición y estructura\Composicion_INFyS-2015-2020_Tablas_23062023.xlsx,18.9068,2015-2020,composicion_estructura,Listado_Familias,indicador_agregado,desconocido,1721.0,2,"[""Listado de familias vegetales registradas por formacion forestal"", ""Unnamed: 1""]","[""Listado de familias vegetales registradas por formacion forestal"", ""Unnamed: 1""]",[],[],[],[],[],[],"[""Listado de familias vegetales registradas por formacion forestal""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Composicion_INFyS-2015-2020_Tablas_23062023.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Composición y estructura\Composicion_INFyS-2015-2020_Tablas_23062023.xlsx,18.9068,2015-2020,composicion_estructura,Listado_Generos,indicador_agregado,desconocido,5891.0,2,"[""Listado de géneros vegetales registradas por formacion forestal"", ""Unnamed: 1""]","[""Listado de géneros vegetales registradas por formacion forestal"", ""Unnamed: 1""]",[],[],[],[],[],[],"[""Listado de géneros vegetales registradas por formacion forestal""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Composicion_INFyS-2015-2020_Tablas_23062023.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Composición y estructura\Composicion_INFyS-2015-2020_Tablas_23062023.xlsx,18.9068,2015-2020,composicion_estructura,Listado_Especies,indicador_agregado,desconocido,8855.0,2,"[""Listado de especies vegetales registradas por formacion forestal"", ""Unnamed: 1""]","[""Listado de especies vegetales registradas por formacion forestal"", ""Unnamed: 1""]",[],[],[],[],[],[],"[""Listado de especies vegetales registradas por formacion forestal""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Composicion_INFyS-2015-2020_Tablas_23062023.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Composición y estructura\Composicion_INFyS-2015-2020_Tablas_23062023.xlsx,18.9068,2015-2020,composicion_estructura,Listado Infraespecies,indicador_agregado,desconocido,187.0,2,"[""Listado de especies vegetales registradas a nivel de infraespecie por formacion forestal"", ""Unnamed: 1""]","[""Listado de especies vegetales registradas a nivel de infraespecie por formacion forestal"", ""Unnamed: 1""]",[],[],[],[],[],[],"[""Listado de especies vegetales registradas a nivel de infraespecie por formacion forestal""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
archivo,Estructura_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Composición y estructura\Estructura_INFyS-2015-2020_Tablas.xlsx,0.1428,2015-2020,composicion_estructura,,,,,7,"[""Diccionario"", ""Base_Datos_FormacionFtal"", ""Base_Datos_Edo"", ""Base_Datos_Ecorregio"", ""Estructura-FormacionFtal"", ""Estructura_AT_Edo"", ""Estructura_DN_Edo""]",[],[],[],[],[],[],[],[],revisar_utilidad,conservar_para_du,
hoja,Estructura_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Composición y estructura\Estructura_INFyS-2015-2020_Tablas.xlsx,0.1428,2015-2020,composicion_estructura,Diccionario,catalogo_o_diccionario,desconocido,14.0,2,"[""Consulta estructura de la vegetación.\nEstimada a partir de los individuos registrados en la sección del INFyS arbolado.\nCONAFOR, 2022. Informe de Resultados del Inventario Nacional Forestal 2015-2020."", ""Unnamed: 1""]","[""Consulta estructura de la vegetación.\nEstimada a partir de los individuos registrados en la sección del INFyS arbolado.\nCONAFOR, 2022. Informe de Resultados del Inventario Nacional Forestal 2015-2020."", ""Unnamed: 1""]",[],[],[],[],[],[],"[""Consulta estructura de la vegetación.\nEstimada a partir de los individuos registrados en la sección del INFyS arbolado.\nCONAFOR, 2022. Informe de Resultados del Inventario Nacional Forestal 2015-2020.""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Estructura_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Composición y estructura\Estructura_INFyS-2015-2020_Tablas.xlsx,0.1428,2015-2020,composicion_estructura,Base_Datos_FormacionFtal,detalle_geografico,desconocido,48.0,11,"[""FORM_S7"", ""FormaBiologica_E"", ""n"", ""media_AT"", ""mediana_AT"", ""min_AT"", ""max_AT"", ""media_DN"", ""mediana_DN"", ""min_DN"", ""max_DN""]","[""FORM_S7"", ""FormaBiologica_E"", ""n"", ""media_AT"", ""mediana_AT"", ""min_AT"", ""max_AT"", ""media_DN"", ""mediana_DN"", ""min_DN""]",[],[],[],"[""max_AT"", ""max_DN""]",[],[],"[""media_AT"", ""media_DN"", ""mediana_AT"", ""mediana_DN""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Estructura_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Composición y estructura\Estructura_INFyS-2015-2020_Tablas.xlsx,0.1428,2015-2020,composicion_estructura,Base_Datos_Edo,detalle_geografico,detalle_geografico,822.0,12,"[""Estado_C3"", ""FORM_S7"", ""FormaBiologica_E"", ""n"", ""media_AT"", ""mediana_AT"", ""min_AT"", ""max_AT"", ""media_DN"", ""mediana_DN"", ""min_DN"", ""max_DN""]","[""Estado_C3"", ""FORM_S7"", ""FormaBiologica_E"", ""n"", ""media_AT"", ""mediana_AT"", ""min_AT"", ""max_AT"", ""media_DN"", ""mediana_DN""]",[],"[""Estado_C3""]",[],"[""max_AT"", ""max_DN""]",[],[],"[""media_AT"", ""media_DN"", ""mediana_AT"", ""mediana_DN""]",candidato_ml_posterior_o_contexto_geoespacial,conservar_para_du,
hoja,Estructura_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Composición y estructura\Estructura_INFyS-2015-2020_Tablas.xlsx,0.1428,2015-2020,composicion_estructura,Base_Datos_Ecorregio,detalle_geografico,desconocido,84.0,11,"[""DESECON2"", ""FormaBiologica_E"", ""n"", ""media_AT"", ""mediana_AT"", ""min_AT"", ""max_AT"", ""media_DN"", ""mediana_DN"", ""min_DN"", ""max_DN""]","[""DESECON2"", ""FormaBiologica_E"", ""n"", ""media_AT"", ""mediana_AT"", ""min_AT"", ""max_AT"", ""media_DN"", ""mediana_DN"", ""min_DN""]",[],[],[],"[""max_AT"", ""max_DN""]",[],[],"[""media_AT"", ""media_DN"", ""mediana_AT"", ""mediana_DN""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Estructura_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Composición y estructura\Estructura_INFyS-2015-2020_Tablas.xlsx,0.1428,2015-2020,composicion_estructura,Estructura-FormacionFtal,detalle_geografico,desconocido,16.0,14,"[""Indicadores de estructura de la vegetación por forma biológica y formación forestal"", ""Unnamed: 1"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4"", ""Unnamed: 5"", ""Unnamed: 6"", ""Unnamed: 7"", ""Unnamed: 8"", ""Unnamed: 9"", ""Unnamed: 10"", ""Unnamed: 11"", ""Unnamed: 12"", ""Unnamed: 13""]","[""Unnamed: 2"", ""Unnamed: 6"", ""Unnamed: 10"", ""Unnamed: 3"", ""Unnamed: 4"", ""Unnamed: 5"", ""Unnamed: 7"", ""Unnamed: 8"", ""Unnamed: 9"", ""Unnamed: 11""]",[],[],[],"[""Indicadores de estructura de la vegetación por forma biológica y formación forestal""]",[],[],"[""Indicadores de estructura de la vegetación por forma biológica y formación forestal""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Estructura_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Composición y estructura\Estructura_INFyS-2015-2020_Tablas.xlsx,0.1428,2015-2020,composicion_estructura,Estructura_AT_Edo,detalle_dasometrico,desconocido,130.0,15,"[""Altura total promedio (m) de la vegetación a nivel estatal por forma biológica y formación forestal"", ""Unnamed: 1"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4"", ""Unnamed: 5"", ""Unnamed: 6"", ""Unnamed: 7"", ""Unnamed: 8"", ""Unnamed: 9"", ""Unnamed: 10"", ""Unnamed: 11"", ""Unnamed: 12"", ""Unnamed: 13"", ""Unnamed: 14""]","[""Unnamed: 3"", ""Unnamed: 7"", ""Unnamed: 11"", ""Unnamed: 1"", ""Unnamed: 2"", ""Unnamed: 4"", ""Unnamed: 5"", ""Unnamed: 6"", ""Unnamed: 8"", ""Unnamed: 9""]",[],[],[],"[""Altura total promedio (m) de la vegetación a nivel estatal por forma biológica y formación forestal""]",[],[],"[""Altura total promedio (m) de la vegetación a nivel estatal por forma biológica y formación forestal""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Estructura_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Composición y estructura\Estructura_INFyS-2015-2020_Tablas.xlsx,0.1428,2015-2020,composicion_estructura,Estructura_DN_Edo,detalle_dasometrico,desconocido,130.0,15,"[""Diámetro normal promedio (cm) de la vegetación a nivel estatal por forma biológica y formación forestal"", ""Unnamed: 1"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4"", ""Unnamed: 5"", ""Unnamed: 6"", ""Unnamed: 7"", ""Unnamed: 8"", ""Unnamed: 9"", ""Unnamed: 10"", ""Unnamed: 11"", ""Unnamed: 12"", ""Unnamed: 13"", ""Unnamed: 14""]","[""Unnamed: 3"", ""Unnamed: 7"", ""Unnamed: 11"", ""Unnamed: 1"", ""Unnamed: 2"", ""Unnamed: 4"", ""Unnamed: 5"", ""Unnamed: 6"", ""Unnamed: 8"", ""Unnamed: 9""]",[],[],[],"[""Diámetro normal promedio (cm) de la vegetación a nivel estatal por forma biológica y formación forestal""]",[],[],"[""Diámetro normal promedio (cm) de la vegetación a nivel estatal por forma biológica y formación forestal""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
archivo,IVI_e_IVF_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Composición y estructura\IVI_e_IVF_INFyS-2015-2020_Tablas.xlsx,35.4773,2015-2020,composicion_estructura,,,,,7,"[""Diccionario"", ""BaseDatos_IVF_IVI-FormFtal"", ""BaseDatos_IVF_IVI_Edo"", ""EH_IVF"", ""EH_IVI"", ""EH_IVF_Estado"", ""EH_IVI_Estado""]",[],[],[],[],[],[],[],[],revisar_utilidad,conservar_para_du,
hoja,IVI_e_IVF_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Composición y estructura\IVI_e_IVF_INFyS-2015-2020_Tablas.xlsx,35.4773,2015-2020,composicion_estructura,Diccionario,catalogo_o_diccionario,desconocido,43.0,2,"[""Consulta Índice de Valor de Importancia e Índice de Valor Forestal.\nEstimada a partir de los individuos registrados en la sección del INFyS arbolado.\nCONAFOR, 2022. Informe de Resultados del Inventario Nacional Forestal 2015-2020."", ""Unnamed: 1""]","[""Consulta Índice de Valor de Importancia e Índice de Valor Forestal.\nEstimada a partir de los individuos registrados en la sección del INFyS arbolado.\nCONAFOR, 2022. Informe de Resultados del Inventario Nacional Forestal 2015-2020."", ""Unnamed: 1""]",[],[],[],[],[],[],"[""Consulta Índice de Valor de Importancia e Índice de Valor Forestal.\nEstimada a partir de los individuos registrados en la sección del INFyS arbolado.\nCONAFOR, 2022. Informe de Resultados del Inventario Nacional Forestal 2015-2020.""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,IVI_e_IVF_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Composición y estructura\IVI_e_IVF_INFyS-2015-2020_Tablas.xlsx,35.4773,2015-2020,composicion_estructura,BaseDatos_IVF_IVI-FormFtal,detalle_muestreo,desconocido,9332.0,42,"[""Formación_Forestal"", ""Cat_elevacion"", ""Cgl_estr"", ""Sitios_estr"", ""Area_estr"", ""Sp_estr"", ""Registros_estr"", ""sum_Diametro_Normal"", ""sum_Altura_Total"", ""sum_Area_Basal"", ""sum_Area_Copa"", ""NombreCientifico_APG"", ""mi"", ""Sitios_sp"", ""Area_sp"", ""Registros_sp"", ""HTt_sp"", ""HTp_sp"", ""DNt_sp"", ""DNp_sp"", ""AB_sp"", ""AC_sp"", ""Fi"", ""DNaS"", ""HTaS"", ""CCaS"", ""Ft"", ""DNaT"", ""HTaT"", ""CCaT"", ""DNr"", ""HTr"", ""CCr"", ""AB_REL"", ""DOM_REL"", ""FREC_REL"", ""IVI"", ""IVIr"", ""IVF"", ""IVFr_acum"", ""Ranking_IVF"", ""Ranking_IVI""]","[""Formación_Forestal"", ""Cat_elevacion"", ""Cgl_estr"", ""Sitios_estr"", ""Area_estr"", ""Sp_estr"", ""Registros_estr"", ""sum_Diametro_Normal"", ""sum_Altura_Total"", ""sum_Area_Basal""]",[],[],[],[],[],"[""Sitios_estr"", ""Sitios_sp""]","[""Area_estr"", ""Area_sp"", ""Formación_Forestal"", ""sum_Altura_Total"", ""sum_Area_Basal"", ""sum_Area_Copa""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,IVI_e_IVF_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Composición y estructura\IVI_e_IVF_INFyS-2015-2020_Tablas.xlsx,35.4773,2015-2020,composicion_estructura,BaseDatos_IVF_IVI_Edo,detalle_muestreo,estado_ecosistema_formacion,17705.0,43,"[""Estado"", ""Formación_Forestal"", ""Cat_elevacion"", ""Cgl_estr"", ""Sitios_estr"", ""Area_estr"", ""Sp_estr"", ""Registros_estr"", ""sum_Diametro_Normal"", ""sum_Altura_Total"", ""sum_Area_Basal"", ""sum_Area_Copa"", ""NombreCientifico_APG"", ""mi"", ""Sitios_sp"", ""Area_sp"", ""Registros_sp"", ""HTt_sp"", ""HTp_sp"", ""DNt_sp"", ""DNp_sp"", ""AB_sp"", ""AC_sp"", ""Fi"", ""DNaS"", ""HTaS"", ""CCaS"", ""Ft"", ""DNaT"", ""HTaT"", ""CCaT"", ""DNr"", ""HTr"", ""CCr"", ""AB_REL"", ""DOM_REL"", ""FREC_REL"", ""IVI"", ""IVIr"", ""IVF"", ""IVFr"", ""Ranking_IVF"", ""Ranking_IVI""]","[""Estado"", ""Formación_Forestal"", ""Cat_elevacion"", ""Cgl_estr"", ""Sitios_estr"", ""Area_estr"", ""Sp_estr"", ""Registros_estr"", ""sum_Diametro_Normal"", ""sum_Altura_Total""]",[],"[""Estado""]",[],[],[],"[""Sitios_estr"", ""Sitios_sp""]","[""Area_estr"", ""Area_sp"", ""Formación_Forestal"", ""sum_Altura_Total"", ""sum_Area_Basal"", ""sum_Area_Copa""]",contexto_visualizacion_apoyo_descriptivo,conservar_para_du,
hoja,IVI_e_IVF_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Composición y estructura\IVI_e_IVF_INFyS-2015-2020_Tablas.xlsx,35.4773,2015-2020,composicion_estructura,EH_IVF,indicador_agregado,desconocido,9335.0,14,"[""Taxones por índice de valor de importancia forestal (IVF) en las formaciones forestales"", ""Unnamed: 1"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4"", ""Unnamed: 5"", ""Unnamed: 6"", ""Unnamed: 7"", ""Unnamed: 8"", ""Unnamed: 9"", ""Unnamed: 10"", ""Unnamed: 11"", ""Unnamed: 12"", ""Unnamed: 13""]","[""Unnamed: 1"", ""Unnamed: 6"", ""Unnamed: 8"", ""Unnamed: 10"", ""Unnamed: 12"", ""Taxones por índice de valor de importancia forestal (IVF) en las formaciones forestales"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4"", ""Unnamed: 5""]",[],[],[],[],[],[],"[""Taxones por índice de valor de importancia forestal (IVF) en las formaciones forestales""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,IVI_e_IVF_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Composición y estructura\IVI_e_IVF_INFyS-2015-2020_Tablas.xlsx,35.4773,2015-2020,composicion_estructura,EH_IVI,indicador_agregado,desconocido,9335.0,14,"[""Taxones por índice de valor de importancia (IVI) en las formaciones forestales"", ""Unnamed: 1"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4"", ""Unnamed: 5"", ""Unnamed: 6"", ""Unnamed: 7"", ""Unnamed: 8"", ""Unnamed: 9"", ""Unnamed: 10"", ""Unnamed: 11"", ""Unnamed: 12"", ""Unnamed: 13""]","[""Unnamed: 1"", ""Unnamed: 6"", ""Unnamed: 8"", ""Unnamed: 10"", ""Unnamed: 12"", ""Taxones por índice de valor de importancia (IVI) en las formaciones forestales"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4"", ""Unnamed: 5""]",[],[],[],[],[],[],"[""Taxones por índice de valor de importancia (IVI) en las formaciones forestales""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,IVI_e_IVF_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Composición y estructura\IVI_e_IVF_INFyS-2015-2020_Tablas.xlsx,35.4773,2015-2020,composicion_estructura,EH_IVF_Estado,indicador_agregado,estado_ecosistema_formacion,17708.0,15,"[""Taxones por índice de valor de importancia forestal (IVF) en las formaciones forestales"", ""Unnamed: 1"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4"", ""Unnamed: 5"", ""Unnamed: 6"", ""Unnamed: 7"", ""Unnamed: 8"", ""Unnamed: 9"", ""Unnamed: 10"", ""Unnamed: 11"", ""Unnamed: 12"", ""Unnamed: 13"", ""Unnamed: 14""]","[""Unnamed: 2"", ""Unnamed: 7"", ""Unnamed: 9"", ""Unnamed: 11"", ""Unnamed: 13"", ""Taxones por índice de valor de importancia forestal (IVF) en las formaciones forestales"", ""Unnamed: 1"", ""Unnamed: 3"", ""Unnamed: 4"", ""Unnamed: 5""]",[],[],[],[],[],[],"[""Taxones por índice de valor de importancia forestal (IVF) en las formaciones forestales""]",contexto_visualizacion_apoyo_descriptivo,conservar_para_du,
hoja,IVI_e_IVF_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Composición y estructura\IVI_e_IVF_INFyS-2015-2020_Tablas.xlsx,35.4773,2015-2020,composicion_estructura,EH_IVI_Estado,indicador_agregado,estado_ecosistema_formacion,18351.0,15,"[""Taxones por índice de valor de importancia (IVI) en las formaciones forestales"", ""Unnamed: 1"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4"", ""Unnamed: 5"", ""Unnamed: 6"", ""Unnamed: 7"", ""Unnamed: 8"", ""Unnamed: 9"", ""Unnamed: 10"", ""Unnamed: 11"", ""Unnamed: 12"", ""Unnamed: 13"", ""Unnamed: 14""]","[""Unnamed: 2"", ""Unnamed: 7"", ""Unnamed: 9"", ""Unnamed: 11"", ""Unnamed: 13"", ""Taxones por índice de valor de importancia (IVI) en las formaciones forestales"", ""Unnamed: 1"", ""Unnamed: 3"", ""Unnamed: 4"", ""Unnamed: 5""]",[],[],[],[],[],[],"[""Taxones por índice de valor de importancia (IVI) en las formaciones forestales""]",contexto_visualizacion_apoyo_descriptivo,conservar_para_du,
archivo,Distribucion_AT-DN_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Distribucion_AT-DN_INFyS-2015-2020_Tablas.xlsx,78.9198,2015-2020,dasometricos,,,,,4,"[""Diccionario"", ""BaseDatos_AT-DN"", ""Frecuencias_Altura_FormFtal"", ""Frecuencias_Diametro_FormFtal""]",[],[],[],[],[],[],[],[],revisar_utilidad,conservar_para_du,
hoja,Distribucion_AT-DN_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Distribucion_AT-DN_INFyS-2015-2020_Tablas.xlsx,78.9198,2015-2020,dasometricos,Diccionario,catalogo_o_diccionario,desconocido,23.0,2,"[""Consulta de altura total y diámetro normal del arbolado.\nEstimada a partir de los individuos con forma biológica \""árbol e indeterminada\"" registrados en la sección del INFyS arbolado.\nCONAFOR, 2022. Informe de Resultados del Inventario Nacional Forestal 2015-2020."", ""Unnamed: 1""]","[""Consulta de altura total y diámetro normal del arbolado.\nEstimada a partir de los individuos con forma biológica \""árbol e indeterminada\"" registrados en la sección del INFyS arbolado.\nCONAFOR, 2022. Informe de Resultados del Inventario Nacional Forestal 2015-2020."", ""Unnamed: 1""]",[],[],[],"[""Consulta de altura total y diámetro normal del arbolado.\nEstimada a partir de los individuos con forma biológica \""árbol e indeterminada\"" registrados en la sección del INFyS arbolado.\nCONAFOR, 2022. Informe de Resultados del Inventario Nacional Forestal 2015-2020.""]",[],[],"[""Consulta de altura total y diámetro normal del arbolado.\nEstimada a partir de los individuos con forma biológica \""árbol e indeterminada\"" registrados en la sección del INFyS arbolado.\nCONAFOR, 2022. Informe de Resultados del Inventario Nacional Forestal 2015-2020.""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Distribucion_AT-DN_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Distribucion_AT-DN_INFyS-2015-2020_Tablas.xlsx,78.9198,2015-2020,dasometricos,BaseDatos_AT-DN,detalle_muestreo,desconocido,733602.0,23,"[""IdConglomerado"", ""UPMID"", ""ArboladoID"", ""Anio"", ""Estado"", ""Sitio"", ""Consecutivo"", ""NoIndividuo"", ""NoRama"", ""Familia_APG"", ""Genero_APG"", ""Especie_APG"", ""Categoria_APG"", ""NombreCientifico_APG"", ""DESECON2"", ""FORM_S7"", ""Tipo_cgl_estandar"", ""Forma_Biologica_reporte"", ""Cat_AT_5"", ""Cat_DN_10"", ""Condicion"", ""DiametroNormal"", ""AlturaTotal""]","[""IdConglomerado"", ""UPMID"", ""ArboladoID"", ""Anio"", ""Estado"", ""Sitio"", ""Consecutivo"", ""NoIndividuo"", ""NoRama"", ""Familia_APG""]",[],"[""Estado""]",[],[],"[""Anio""]","[""IdConglomerado"", ""Sitio"", ""UPMID""]","[""AlturaTotal""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Distribucion_AT-DN_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Distribucion_AT-DN_INFyS-2015-2020_Tablas.xlsx,78.9198,2015-2020,dasometricos,Frecuencias_Altura_FormFtal,detalle_dasometrico,desconocido,15.0,12,"[""Ecosistema"", ""Formación forestal"", ""Distribución de frecuencias del arbolado por categoría de altura total (m)"", ""Unnamed: 3"", ""Unnamed: 4"", ""Unnamed: 5"", ""Unnamed: 6"", ""Unnamed: 7"", ""Unnamed: 8"", ""Unnamed: 9"", ""Unnamed: 10"", ""Unnamed: 11""]","[""Distribución de frecuencias del arbolado por categoría de altura total (m)"", ""Unnamed: 3"", ""Unnamed: 4"", ""Unnamed: 5"", ""Unnamed: 6"", ""Unnamed: 7"", ""Unnamed: 11"", ""Unnamed: 8"", ""Unnamed: 9"", ""Unnamed: 10""]",[],[],[],[],[],[],"[""Distribución de frecuencias del arbolado por categoría de altura total (m)"", ""Ecosistema"", ""Formación forestal""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Distribucion_AT-DN_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Distribucion_AT-DN_INFyS-2015-2020_Tablas.xlsx,78.9198,2015-2020,dasometricos,Frecuencias_Diametro_FormFtal,detalle_dasometrico,desconocido,15.0,9,"[""Ecosistema"", ""Formación forestal"", ""Distribución de frecuencias del arbolado por categoría diamétrica (cm)"", ""Unnamed: 3"", ""Unnamed: 4"", ""Unnamed: 5"", ""Unnamed: 6"", ""Unnamed: 7"", ""Unnamed: 8""]","[""Distribución de frecuencias del arbolado por categoría diamétrica (cm)"", ""Unnamed: 3"", ""Unnamed: 4"", ""Unnamed: 5"", ""Unnamed: 6"", ""Unnamed: 8"", ""Unnamed: 7"", ""Ecosistema"", ""Formación forestal""]",[],[],[],[],[],[],"[""Ecosistema"", ""Formación forestal""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
