dataset,ruta,granularidad,tipo_bloque,columna,fuente_inferida,rol_metodologico,estatus_feature,riesgo_leakage,dtype_observado,filas_dataset,columnas_dataset,nulos,nulos_pct,unicos,valor_mas_frecuente,valor_mas_frecuente_freq,valor_mas_frecuente_pct,es_constante,nulos_50pct_o_mas,columna_totalmente_nula,candidata_numerica,numeric_min,numeric_max,numeric_mean,numeric_median,numeric_std,numeric_p01,numeric_p99,valores_negativos,valores_cero,valores_infinitos_aprox
infys_entidad_contexto,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\04_integration\datasets\integracion_infys_entidad_contexto.csv,entidad,contexto_infys,infys_secc_cong_c2004_2009_derivado_mun_pendiente_valid_count_20042009,infys,variable_base,candidata_revisar,bajo_revisar_contexto,float64,32,300,1,3.125,31,39.0,1.0,3.2258,False,False,False,True,17.0,2793.0,739.1612903225806,533.0,675.6728052726011,20.6,2579.6999999999994,0.0,0.0,0.0
infys_entidad_contexto,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\04_integration\datasets\integracion_infys_entidad_contexto.csv,entidad,contexto_infys,infys_secc_cong_c2004_2009_derivado_mun_sitio1_mean_20042009,infys,variable_base,candidata_revisar,bajo_revisar_contexto,float64,32,300,1,3.125,1,1.0,31.0,100.0,True,False,False,True,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
infys_entidad_contexto,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\04_integration\datasets\integracion_infys_entidad_contexto.csv,entidad,contexto_infys,infys_secc_cong_c2004_2009_derivado_mun_sitio1_valid_count_20042009,infys,variable_base,candidata_revisar,bajo_revisar_contexto,float64,32,300,1,3.125,31,39.0,1.0,3.2258,False,False,False,True,17.0,2635.0,675.7096774193549,515.0,607.677392127785,20.9,2392.5999999999995,0.0,0.0,0.0
infys_entidad_contexto,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\04_integration\datasets\integracion_infys_entidad_contexto.csv,entidad,contexto_infys,infys_secc_cong_c2004_2009_derivado_mun_sitio2_mean_20042009,infys,variable_base,candidata_revisar,bajo_revisar_contexto,float64,32,300,1,3.125,31,0.8461538461538461,1.0,3.2258,False,False,False,True,0.6050420168067226,1.0,0.8972031162329803,0.9257731958762888,0.08165753266698891,0.654791547687036,0.994199535962877,0.0,0.0,0.0
infys_entidad_contexto,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\04_integration\datasets\integracion_infys_entidad_contexto.csv,entidad,contexto_infys,infys_secc_cong_c2004_2009_derivado_mun_sitio2_valid_count_20042009,infys,variable_base,candidata_revisar,bajo_revisar_contexto,float64,32,300,1,3.125,31,39.0,1.0,3.2258,False,False,False,True,17.0,2635.0,675.7096774193549,515.0,607.677392127785,20.9,2392.5999999999995,0.0,0.0,0.0
infys_entidad_contexto,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\04_integration\datasets\integracion_infys_entidad_contexto.csv,entidad,contexto_infys,infys_secc_cong_c2004_2009_derivado_mun_sitio3_mean_20042009,infys,variable_base,candidata_revisar,bajo_revisar_contexto,float64,32,300,1,3.125,30,1.0,2.0,6.4516,False,False,False,True,0.5966386554621849,1.0,0.8971175570324207,0.9278350515463918,0.0856470928508233,0.6454140491147915,1.0,0.0,0.0,0.0
infys_entidad_contexto,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\04_integration\datasets\integracion_infys_entidad_contexto.csv,entidad,contexto_infys,infys_secc_cong_c2004_2009_derivado_mun_sitio3_valid_count_20042009,infys,variable_base,candidata_revisar,bajo_revisar_contexto,float64,32,300,1,3.125,31,39.0,1.0,3.2258,False,False,False,True,17.0,2635.0,675.7096774193549,515.0,607.677392127785,20.9,2392.5999999999995,0.0,0.0,0.0
infys_entidad_contexto,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\04_integration\datasets\integracion_infys_entidad_contexto.csv,entidad,contexto_infys,infys_secc_cong_c2004_2009_derivado_mun_sitio4_mean_20042009,infys,variable_base,candidata_revisar,bajo_revisar_contexto,float64,32,300,1,3.125,31,0.8205128205128205,1.0,3.2258,False,False,False,True,0.5798319327731093,1.0,0.8804513415171973,0.91340206185567,0.09023208522070161,0.633066818960594,0.9935034802784223,0.0,0.0,0.0
infys_entidad_contexto,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\04_integration\datasets\integracion_infys_entidad_contexto.csv,entidad,contexto_infys,infys_secc_cong_c2004_2009_derivado_mun_sitio4_valid_count_20042009,infys,variable_base,candidata_revisar,bajo_revisar_contexto,float64,32,300,1,3.125,31,39.0,1.0,3.2258,False,False,False,True,17.0,2635.0,675.7096774193549,515.0,607.677392127785,20.9,2392.5999999999995,0.0,0.0,0.0
infys_entidad_contexto,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\04_integration\datasets\integracion_infys_entidad_contexto.csv,entidad,contexto_infys,infys_secc_cong_c2004_2009_derivado_mun_sitiosxcgl_mean_20042009,infys,variable_base,candidata_revisar,bajo_revisar_contexto,float64,32,300,1,3.125,31,3.6666666666666665,1.0,3.2258,False,False,False,True,2.245869134170522,4.0,3.4066915256025263,3.5211267605633805,0.44039513402164276,2.256935980126262,3.9753076923076924,0.0,0.0,0.0
infys_entidad_contexto,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\04_integration\datasets\integracion_infys_entidad_contexto.csv,entidad,contexto_infys,infys_secc_cong_c2004_2009_derivado_mun_sitiosxcgl_valid_count_20042009,infys,variable_base,candidata_revisar,bajo_revisar_contexto,float64,32,300,1,3.125,31,39.0,1.0,3.2258,False,False,False,True,17.0,2803.0,754.1290322580645,536.0,683.4327931813772,20.9,2590.8999999999996,0.0,0.0,0.0
infys_entidad_contexto,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\04_integration\datasets\integracion_infys_entidad_contexto.csv,entidad,contexto_infys,infys_secc_cong_c2004_2009_derivado_mun_x_mean_20042009,infys,variable_base,candidata_revisar,bajo_revisar_contexto,float64,32,300,1,3.125,31,-102.58276106267805,1.0,3.2258,False,False,False,True,-115.09464828680748,-88.16690420615278,-100.52033713466211,-99.92809399453552,6.303458650139702,-114.0923698652341,-88.32937294771136,31.0,0.0,0.0
